,0
1503,The room was massive and to a very high standard. Check in and out was very fast and friendly
1504,The location and grandeur of the hotel was fantastic
1505,The beds were very comfortable and everything was very well kept!
1506,"Pulic House bar,good specialty beers."
1507,"Bed Comfy, room spacious, croissants to die for."
1508,Always a good hotel.
1509,We were upgraded to a suite which was wonderful.  Staff were all very nice and helpful.
1510,Most things but no umbrellas was not good
1511,"I liked the hotel credit, that was a huge bonus."
1512,A fantastic hotel!
1513,I like how the room is really large and good.Also I like how the beds were comfortable and clean!
1514,Design and thought that went into this theme hotel.
1515,Lovely comfortable bed.  The room was large with a good view over the pools.
1516,Just a first class operation. All you have to do is find your way there.
1517,"Comfortable bed, large bathroom, very pleasent staff"
1518,Nicest room I've  stayed in in Vegas. Or anywhere!
1519,"Scrambled eggs, the best!!! Cafe by the pool, brilliant, fab gym"
1520,the shops and malls attached
1521,Loved the customer service and bedroom suite!!!
1522,Everything
1523,Almost everything
1524,Everything!
1525,Everything.
1526,Best Hotel in Vegas if your reason for stay is not only gambling.
1527,location
1528,"Great service, very comfy bed and room"
1529,"Venetian is always nice and huge and a city in itself.
Have visited the one in Macau also."
1530,Bed very comfy and great size bedroom & bathroom.
1531,Great service! Hotel staff extremely helpful and curtious. From check in to check out. Even the valet and bellhop
1532,the room size was exactly the same as per descripted and it is comfortable.
1533,Very nice suite with a good view of the strip.
1534,"What a great hotel, friendly staff, great location, clean rooms, great pools and variety of shops and places to eat, will stay here again"
1535,Accommodation was big and spacious
1536,Bathroom.lobby.pool.
1537,Super suite that allowed us to entertain our group of friends.
1538,Everything
1539,"Everything, the room was beautiful!"
1540,"Great location, right in the middle of the strip. Casino was very nice and overall had a great time"
1541,Suite very night and Nice
1542,"Brilliant hotel, everything was exceptional.  Suites are enormous and bathroom is a treat. So many restaurants to choose from. Security very good."
1543,The amount of room there is in a suite
1544,The whole experience you can not fault this hotel
1545,"-location
-suite size
-Hotel facilities"
1546,Beautiful hotel
1547,"This hotel is absolutely amazing!!! Worth every penny, would recommend to anyone. Enjoy!"
1548,Super comfy bed
1549,Perfect service again.
1550,Very luxurious huge rooms with lounge area.
1551,Everything was perfect and much better than another big-name hotel we stayed in earlier that week in Vegas.
1552,Excellent
1553,Excellent location
1554,Fantastic like a city in a hotel 24/7
1555,Comfortable and lovely bathroom
1556,Location & luxury
1557,A highlight of our stay was walking through the canal shops for the first time.
1558,Rooms are a cut above the rest.
1559,Helpful checkin staff
1560,the room was nice
1561,The hotel facilities. The design of the hotel.
1562,"The bed was amazing, the entire hotel staff was lovely!"
1563,Bed very comfortable
1564,Everything
1565,We enjoyed it all the location the room the friendly staff it was great
1566,Extremely comfortable beds
1567,"Staff were very friendly, the room service was great."
1568,The beds were comfy and the tub was perfect. Great view of the strip..
1569,The pool is awesome the rooms are beautiful.
1570,Room was wonderful.  The bed was very comfortable and the room was also very quiet.
1571,Excellent customer service!
1572,Everything ! What a amazing place !
1573,"Staff was extremely friendly and helpful. Suite was large, nice, and clean."
1574,Everything was as expected
1575,"rooms are large, service was good!"
1576,"Great architecture 
Good ambience"
1577,"Wonderful decor, great staff, amazing facilities and shops, clean, great location."
1578,"Amazing location, good facilities"
1579,"Good location 
Large rooms"
1580,Excellent location and size of  rooms is the best!!!
1581,Fantastic hotel.
1582,Hotel is simply stunning!!!!!!!!
1583,Comfort level and location is excellent
1584,beds were amazing
1585,Easy check in and out. Large casino with multiple choices of rules.
1586,This hotel is luxurious and bonkers all at the same time with every facility you can imagine.
1587,"Really big room , great location, you have a mall and a food court... Totally recommend"
1588,"amezing!!!
huge room"
1589,Everything is great
1590,Great beds and room facility
1591,Everything it was a lovely stay everything was just perfect
1592,Great environment
1593,Hotel was amazing from top to bottom
1594,everything was wonderful
1595,Vegas!!
1596,Suite
1597,"Rooms, not having to wait for elevators"
1598,Almost everything is perfect.
1599,"Check out stuff, concierge by booking Grand Canyon  helicopter ride!"
1600,Love it
1601,room was excellent
1602,Express check out.
1603,Staff was spectacular. Concierge group was very helpful;  Mimi was wonderful--could not do enough for us--just  lovely!
1604,Breathtaking
1605,"Great food, hotel itself very nice and great location!"
1606,"Excellent, clean and large"
1607,"The view from the 30th floor, awesome! The spa was a great experience and liked that we were close to great food."
1608,The awesome room and view! The staff were friendly and helpful.
1609,The room was big
1610,The food!
1611,"Little coffee shop inside
location
quality of rooms"
1612,"Pools, great location on the strip."
1613,Everything!  Made us feel like we were in Italy again!
1614,The room.
1615,Good location - over-the-top fun to see
1616,Nice hotel！
1617,Beautiful room. Beautiful hotel. Excellent shopping and restaurants. Very clean and quiet.
1618,The cleanses
1619,room sizes were good.
1620,Restaurantes y bar Tao
1621,Fantastic location.....great place to holiday
1622,Fancy Casino and shopping area
1623,Everything
1624,Add some shows and buffet within the hotel
1625,"Suite room. Services. 
Great stay."
1626,Everything... It was suite so it was very roomy for everyone and the view we had was amazing. I had to pay a little more but it was worth it.
1627,Everything was great about that hotel and I would definitely go back and stay there!
1628,I was there more times. Just return!
1629,Excellent spacious rooms
1630,Staff was all very nice and helpful and hotel was beautiful
1631,"Very nice, Very clean, good location, wow"
1632,classic hotel still looking brand new and fab
1633,Excellent facilities
1634,Bed was wonderful.
1635,Staff were excellent and polite.
1636,"Room service was prompt ...
Beds very comfortable."
1637,Beautiful room
1638,Room was so nice.
1639,The rooms are extremely comfortable
1640,All the food we'd unbelievably tasty and the bed was like sleeping in a cloud!
1641,I loved the beautiful bathroom and comfy bed!
1642,View and room arrangement.
1643,"Last minute booking, excellent value for money."
1644,We loved everything. Beautiful hotel with great facilities
1645,The restaurants
1646,Staff was very friendly and helpful when needed.  Room was very clean and we had awesome views.
1647,Everything
1648,Everything was top
1649,"Beds were super comfortable, room had a great view over the golf course"
1650,"One of the best hotel in Strip
Rooms are great"
1651,Fantastic room and great location
1652,WOW everything!! Going again asap
1653,Beautiful public areas and very large standard bedroom suite
1654,the pillows were extraordinarily soft.
1655,The suite was decadent. And all of the staff were happy to see us and help us with anything we needed
1656,"Very nice room, very clean"
1657,so many fun things to do!
1658,"Everything was excellent, The rooms are very big"
1659,Room was large
1660,We stayed in the Mirage before - what a difference!
1661,Location
1662,Spacious room
1663,Everything
1664,The room was the cleanest of the three superior hotels we stayed in while in Las Vegas.
1665,Room
1666,"Komfortable Suite, exzellente Restaurants"
1667,Everything
1668,This hotel is central. Very clean and one of the best on strip.
1669,The Venetian is everything u want in a hotel and then more. It took my breath away.
1670,great hotel. warm recomendation
1671,The gym had excellent machines!
1672,Best hotel in Las Vegas by far! Fantastic stay and highly recommended.
1673,Best hotel in Las Vegas by far! Fantastic stay and highly recommended.
1674,Loved our beautiful room!!
1675,"location, clean and comfortable"
1676,"The large rooms, perfect service and wonderfull bed"
1677,"Kayla at check in was lovely, so kind and accommodating. She made us feel so welcome"
1678,The suites are very large.  The beds are comfortable.  It is quiet in the rooms
1679,Just so so
1680,"The theme and architecture
The room with the sunken lounge
The location
Price relative to the Wynn"
1681,Every aspect of the hotel was wonderful! We will be back.
1682,THE STAFF WAS NICE
1683,the venetian feel throughout the hotel
1684,Lovely hotel.  We stayed in the Venezia Tower which was a bit quieter than other parts of the hotel.  Suite was very comfortable.  House keeping was excellent. It was an amazing place to walk around.
1685,"Super comfortable bed, fantastic view, spacious room, lots of drawers for your clothes. Check-in and Check-out went very smoothly, very competent staff. Valet Parking free of charges (extra point for that) and very efficient"
1686,"The pool was great
Room was very smart and comfy"
1687,"The room, other then the view, was nice"
1688,"Comfortable stay.
We always stay in Venetian since it opened.
It's the best place to stay.
Lot of good places to eat."
1689,The location is great and it is short distance from main attractions.
1690,"The room was very nice, plenty of room. Beds were comfortable.  The hotel staff were friendly and responsive."
1691,Room was immaculate and staff were friendly. Would have loved to stay here longer but not within the budget! Would look into staying here again though.
1692,Luxury suite was everything I could have wished for! Centrally located hotel with beautiful decor.
1693,Housekeeping was excellent! Staff was very courteous and willing to answer questions. Very clean and well maintained property.
1694,"Rooms were exactly as illustrated, very clean and comfortable.
The Lux restaurant was very good and  decent value as well. Quality service, and very good quality of ingredients. Overall, a great place to have breakfast and lunch...never tried dinner."
1695,"Location and staff were great. Mix up with my reservation details was sorted efficiently by the hotel. Suite was clean and as appears in the pictures, which is always a relief."
1696,"room was lovely, clean, spacious, well appointed. the staff was great except for one."
1697,"Size of suite superb, great choice of restaurants and happy hour at DB Brasserie when oysters were $1!!"
1698,"I was most impressed with the authenticity of the decor and facilities of the Venetian, as I try to tend to stay at different Hotels in Vegas to gain a feel for the various properties but would certainly return to the Venetian on my next trip with family. Staff were polite and efficient. There was always a good sense of being safe as security personnel were always on duty at all entrance points."
1699,"Great location in the middle of the Strip and close to the Grand Canyon West Rim (2 hrs), Hoover Dam and Death Valley (2 hrs); clean and spacious suite with a nice, comfortable bed. The bathroom was fabulous with a separate shower and bath. I loved the arm rests meaning I could lie comfortably for ages. The pool area looked fantastic, though we didn't get chance to use it as we were out most days; the Grand Canal was amazing. Parking was free with plenty of spaces and undercover. All in all a fabulous place to stay and would definitely stay here again if we return to Vegas."
1700,"We came to Vegas to get married and wanted to spend our wedding night in a great hotel known for quality and comfort....your hotel has everything we could have wanted to make our experience memorable! 
We love your hotel and will be recommending everyone we know stay there while in Vegas! 
Tim and Rhia Riddle"
1701,"We liked the beds, restaurants, the overall style of the hotel. The Lux Cafe was great. We did their happy hour one night and again for breakfast. Their express buffet is small  but has what you need without all the fancy items at other buffets like the Wynn's."
1702,Suites very nice
1703,"Excellent hotel, good size rooms, good sound isolation, very large beds!"
1704,The bed was so comfortable. We had a beautiful suite and after seeing the other hotels on the strip I think this is the best! House keeping every day and casino was fantastic. My brother got married in the hotel garden and it was a beautiful setting.
1705,Room was gorgeous! Very spacious. Layout made it look even fancier. Rooms are soundproofed well. Hope to stay here again!
1706,Definitely one of the best hotel casino's on the strip. It is beautifully designed and has everything you need in the one resort.
1707,Very comfortable beds. Lots of eating and shopping options in the hotel. Very clean and fancy.
1708,The location is good.
1709,"Pretty much everything was excellent. The extra space in the rooms were ideal for a guy 6ft 6'. Bed was extremely comfortable.
We only had the one night at the hotel........but next time would definitely change that. 
My wife loved the pool area, and the many different options for dinner......which were all first rate!"
1710,Great rooms
1711,"Very friendly and competent checkin staff,
Gorgeous room with very comfortable beds
Housekeeping maintained the room beautifully and always left iced water which was really really appreciated"
1712,"Everything. With plenty of high quality hotels to choose from in Las Vegas, you expect high standards and after staying at The Venetian, we couldn't fault a thing. Simply brilliant."
1713,The architecture of the hotel is wonderful. This was actually the reason I chose the hotel. Rooms are spacious and the bed very comfortable. I liked that the toilet is separated with a door from the rest of the bath.
1714,The grandest thing I have ever seen.
1715,"I liked the huge room. Every room had two tvs, a living room part, working desk. And soft beds."
1716,Room amenities
1717,Bed was comfortable.
1718,Very nice rooms
1719,Excellent hotel with beautiful decor to transport you to Venice. Really enjoyed our stay.  The bedroom was very large and spacious and had a wonderful comfy bed.
1720,The rooms are spacious and clean.  Nice bathroom.
1721,Comfortable beds
1722,"The rooms were nice and clean, and easy access. I enjoyed the variety of gaming, the poker room was great. The staff was friendly."
1723,The bed was amazing! The room was beautiful and spacious - ended up staying and playing at the other size (The Palazzo) as well. Would highly recommend this hotel!
1724,Very comfortable bed and room amenities
1725,"Excellent location. Beautiful hotel,pure luxury and the price I got with Booking.com was super value. Left a pair of trainers behind and when I rang them they were able to hold them for me to collect at the end of my visit and my return to Las Vegas."
1726,"The room was very impressive, and very well kept. The service within the hotel was excellent and although it is a very large hotel that was always busy no matter what time of day it was, you never had to wait long for anything. 
The restaurants in the hotel were great and there was a good atmosphere in the casino. The swimming pool and jacuzzi in the Valenzia was lovely!"
1727,The bed it was awesome also the size of the bathroom was huge actually our room in general was big.The staff were all very helpful cleaners were really good too done a great job every day.
1728,"The suite was incredible. Having such large rooms, my own bar and views over Vegas was just perfect. The location made it easy to access tours and the staff were all very polite and helpful. The gym also had much better equipment than I've seen in any hotel gym before."
1729,Loved the look of the hotel and premises
1730,The bed was great - Location is/was great
1731,"This is a beautiful hotel, rooms are bigger than in other hotels on the Strip and it is well located."
1732,"I really didnt like Vegas, but loved this hotel. It is enormous but all the staff made us feel welcome. The suites are large, very clean and well maintained."
1733,Everything about the property is excellent
1734,"The whole entire experience was amazing. The staff at check in, so nice, respectful, helpful, courteous. Everything about the hotel inside and out is beautiful. The room was so elegant and romantic. All attractions the Venetian has to offer, Amazing."
1735,"The hotel has successfully captured the feeling of Venice with the Ducal Palace,  St Mark's Campanile, the Rialto Bridge, on the outside, and canals, bridges, and sidewalk cafes inside. Bouchon is a great place to eat.  The registration desk person was incredibly helpful."
1736,"Gorgeous building(s) ... Nice bed! Nice furniture, nice views, nice pool area, nice location, not *too* expensive, supremely nice room service staff, nice staff, period, great housekeeping, relatively quiet rooms! Gorgeous fake Italy areas! Truly wondrous."
1737,Everything was superb. Food delicious and a wide choice to suit all budgets. Room was just amazing and yes the bed was super comfy!
1738,Everything except the in-room ammenities.
1739,"Comfortable bed and really nice large room. Great bathroom with double sink, toilet closet, separate large shower and soaking tub. Great location for exploring the strip. Helpful, friendly staff."
1740,Casino overall was great our room and view fantastic!!
1741,"Location, room sizes, restaurants, casino atmosphere, cleanliness"
1742,Room was great. Property beautiful.but extremely difficult to find one's way around. Last day our room keys were canceled after we checked out adjoining room of family member.  Liked free parking
1743,"Very nice roomy room! Huge room with great separate bath, shower and toilet. Nice towels, etc.  The staff was great and took care of refreshment mischarge immediately. Very impressed and happy customer."
1744,"Beautiful King Deluxe room, great view, easy check-in and check-out. Fantastic restaurants."
1745,The beds were very comfortable and the view and location were excellent. Had a very luxurious feel about it.
1746,"The room was lovely with an excellent bed. Lots to do both inside and outside the complex, great selection of restaurants."
1747,"I would like to send a special thanks to Terri (from the reception staff). She was particularly friendly and helpful to me (printed my tour voucher, helped me with directions, suggestions for places to go to, a special request for adding another guest, and then checking out-and-back-in on the same room - so that I don't change rooms). She was very very helpful and nice and this makes a world difference, especially when you are in a hurry, tired, jetlagged and completely lost. Many thanks, Terri!!"
1748,The room and the bed are fantastic
1749,It was beautful to look it.
1750,Design of and appearance of room.
1751,The rooms at the Venetian are some of the best on the strip.   The casino is great and the variety of restaurants is wonderful. My wife always loves staying here when we visit.
1752,Excellent large std. room (700+sf). 2 large HDTV's. Excellent restaurants (26of them). Beautiful pools and facility.
1753,We love staying at the Venetian. It is our Vegas hotel to stay at when we visit. Everything about this hotel is gorgeous because of the spacious room. They have many options to dine at their restaurants.
1754,"The rooms are above average size for Las Vegas. Bring comfortable walking shoes, the hotel is massive."
1755,The room was excellent and staff member Noah was excellent at accommodating our every need.
1756,I loved everything about The Venetian Hotel!
1757,"I did like everything about the hotel.  It's beautiful, great room, great staff, great restaurants... It's always my choice when I travel to Vegas. Still taking tons of photos!!!"
1758,"Very nice room layout living room area allowed for relaxing and having friends over for a drink before heading to dinner. 
Valet was quick and efficient.  Almost all valet attendants opened the car door and assisted as able.  This determined thier tip.
Very nice to stay there to show friends Vegas and enjoyed walking to nearby restaurants"
1759,"Our suite with a view of the strip was fantastic! The extra cost to upgrade worth it. The staff was so polite, courteous & helpful! The room was elegant & relaxing!"
1760,"Location and easy access of the spa. Great restaurants on site. Rooms are nice, clean and comfortable."
1761,"The all-suite rooms are the loveliest ever we've stayed in.
The bed is huge and like sleeping on a cloud 
Huge bathroom 
Terrific views from our suite on the 32nd floor"
1762,Most of the time the service was wonderful
1763,good location & early check in without extra charge
1764,Replica of Italy
1765,The amenities in the room were great.  The canal had great shops.
1766,My wife loved the bathroom and we liked the variety of restaurants
1767,"Great room, very convenient location. Bed was very comfy! Love the shops and grand canal."
1768,Location was good and there was a lot to do in and around the casino. The pool was nice.
1769,"everyone was very courteous----wait staff,security,casino staff,front desk,etc"
1770,Nice amenities
1771,"Decor , shops ,"
1772,The bed was so comfortable. The property is awesome.  I was so impressed to see a pool side handicap chair lift; totally  awesome
1773,Front desk staff very helpful
1774,Very comfortable rooms. We were moved to the Palazzo and upgraded to the Prestige package. Well worth the extra money for breakfast and cocktail reception
1775,The bed was really comfortable and the room was veemey nice
1776,Competent organization and response to guest inquiries/requests. Large room.
1777,"Beautiful hotel, plenty of restaurants and shops."
1778,"I and my grown daughter wanted to have quality fun and we sure got it. Excellent room on 30-th floor, comfortable bed, fantastic bathroom, beautiful view. The hotel inside is an adventure of its own. We loved our time at the hotel."
1779,Everything starting with the facility itself.
1780,The location of the hotel and the hotel itself is excellent. The room was spacious.
1781,Beautiful room. We went to Vegas to get married and were totally happy. They catered for our RV parking with absolutely friendly staff.mplan to go again
1782,NOTHING
1783,"We've been to Vegas 5 times before and this was our favourite hotel so far. Great location, clean, beautifully decorated and very helpful staff. Our room had a pool view, which was lovely."
1784,The room was immaculate and elegant.  Very comfortable.  Great view.
1785,"Wow! We have travelled all over the world and this was probably the most luxurious hotel we've stayed in. Staff all fantastic, facilities great. Shopping mall was superb and the food choice from top restaurants fabulous."
1786,The bed was super comfy!
1787,"Loved the hotel and how close it was to everything, super nice hotel and lots of things inside the actual hotel"
1788,The room is big and spacious
1789,The location was perfect for us. Enjoyed the food and choices of food also liked coffee at the entrance to rooms easy for that first coffee trip in morning
1790,The hotel room was amazing and all the staff were more than helpful. The free valet was great. The bathroom was amazing. We went to a couple other hotels and this one was the best we went to.
1791,"Size and quality of room and bathroom. Shopping mall within the hotel was excellent.
Easy access to the Strip."
1792,The room was gorgeous! If you have the opportunity to stay at the Venetian you must stay in the Bella Suite it's amazing! It looked exactly as it did on the website pics🤗
1793,This hotel is way nice! They didn't scrimp on the details. Lots of restaurants and shopping. Loved the feel of Italy!
1794,Our room was beautiful.
1795,"I liked the kindness and respect I received from everyone who works at the Venetian. My 60""TH"" birthday celebration was truly memorable"
1796,"Location 
Comfort"
1797,The hotel is beautiful looking - we were warmly greeted and the check in lady was lovely.  Our room was a Luxury King suite - it was great!
1798,over all everything service location beautiful place
1799,"Great location, awesome view from 40th floor to LV and the strip, beautiful and specious suite"
1800,Location is good. Room looks luxury. Bathroom is large and well equipped. Plenty of things to do without leaving the hotel. Outdoor Jacuzzi is up until late evening. Staffs are helpful.
1801,I decided to stay here for my anniversary. It was right in the heart of the strip! The hotel is so beautiful and the room was very nice and spacious!!!
1802,Nice big spacious beds and rooms.
1803,The staff was great. Always willing to help out and answer any questions.
1804,I liked everything my whole stay was nothing short of amazing. The staff was polite and answered any questions. It's very clean and well taken care of.  I think I'm gonna stay here every time I'm in town
1805,Spacious rooms. Easy access to the mall and restaurants. Nice decor.
1806,Beautiful hotel.  Although it is very big they still manage to keep the service personalized.  Loved our spacious room with full bathroom.
1807,"The room was superb. The Venetian is an all-suite hotel so you get very good value for money as far as the room is concerned. It is well equipped, with the usual snacks and mini-bar. The hotel itself is superb, masses of restaurants and things to do, pretty impressive really. We ate at one of the chicken places (can't remember the name) and the food was really quite good."
1808,The room was more than comfortable and spotless. The quality of the furniture and toiletries was outstanding.
1809,Check out only took 15mins while check in took 90 mins thank you!!!!
1810,Rooms were spacious and comfortable
1811,"The indoor sky, the shops, the entrance, the life shows."
1812,The room was BETTER than advertised. Very nice!
1813,Large room with many amenities.
1814,"loved everything about this hotel, the room was massive, very clean, tidy and loved the cosy bed as well, the staff were very helpful and knowledgeable about what's happening around the strip. restaurant food was good!"
1815,The design of the hotel was great and the rooms big and comfy.
1816,Great hotel with all the amenities. Like the fact you can get in and out without having to go through gaming area (except original check in).
1817,The accomodations were wonderful. The suites are large with a lot of space and mirrors for a group to get ready.  Loved the shops and restaurants!
1818,The availability  of various types of restaurants  for all times and moods
1819,There was so much to do in our hotel alone. We didn't get to do everything on our list so another trip back is in our future! The staff were very friendly. The rooms were clean and our view was phenomenal!
1820,"Location,decor,good restaurants, friendly,helpful staff."
1821,One of the nicest hotels I visited on the strip. We upgraded to a suit with hot tub and views which was expensive but we had a great time! Super helpful staff.
1822,"The hotel is worth the money. I was hesitant being so large, but almost everything scales correctly and has great rooms, decoration and views."
1823,"- living the American dream once in a life time
- big quiet room, comfortable bed
- good wi-fi, parking
- friendly staff at the front desk"
1824,The location on the strip and the great selection of restaurants on site.
1825,"nice handy location, good & friendly staff, Super pretty foyer and public areas. The boat ride is a must. Bed was lovely and comfy, from our room we could see the volcano going :) The fountain in the foyer make a great place for photos."
1826,"The room was incredibly luxurious and had an astonishing view. The staff was very friendly. Overall, it was a 5-star experience and I would definitely recommend it to anyone."
1827,"The hotel is fantastic. We liked everything. Our room was huge, with a lower level sitting room with a view of the pool area, big tv and a bedroom with another tv. Beds so comfortable. Beautiful bathroom had two sinks, glass door shower, big bathtub and a little vanity table with a makeup mirror. 
Our experience with the staff members was also exceptional. They were very helpful in every way. 
There is a pool and jacuzzi heated during the winter and we enjoyed that tremendously."
1828,"Great (and huge) hotel, on a great place - just in the middle of the Strip, built on the same place as legendary Sands. In our opinion, if you are in Vegas, there's no better place to stay."
1829,"Stayed in Venezia tower. Beautiful hotel, beautiful room, professional staff."
1830,"the room is big with nice bathroom and a door to the toilet making it better so someone can do their own business.
Good to bring family..many food and shops withing the building...perfect location.... the booking service for restaurant is very helpful"
1831,"Great Hotel location, nice hotel, very clean, check -in service."
1832,This hotel is one of the best if not the best in Vegas. The hotel was so huge that we were lost several times on the first day. The Grande shopping mall is so huge we barely had time to explore all the stores. The rooms were big and double queen bed was actually enough for a family with 3 or 4 children since they provided sofa bed also.
1833,Loved the suite and the location. Staff was always very professional and helpful. Second stay there and would love to go back again.
1834,I loved the food and the in service dining staff
1835,Room was beautiful with great facilities. The staff were really friendly and the whole experience lived up to expectations. A great place to stay in Vegas.
1836,This is a beautiful hotel and the room was fabulous! Our room faced the fireworks that was launched from the top of Treasure Island. The staff was very nice and helpful. We also ordered room service for dinner... The food was excellent.
1837,"Great room, great resort / hotel. Over two hundred upscale shops and 38 restaurants on the property. Centrally located, easy in and out parking and plenty of it. When needed, the staff was great."
1838,"The suite was very spacious and comfortable.  We had a nice view of the pool.  When we arrived the day before New Years Eve, it was very crowded and the line at check in was long, but it moved very efficiently and did not take long to check in.  We had room service for breakfast the next day and it was delicious!"
1839,"Big and comfortable rooms, good restaurants and shops inside the hotel. Internet access is good over the whole Venetian and Palazzo."
1840,Everything in one location.
1841,The suite was big and luxurious but no coffee maker in the room or water boiler
1842,Location and dining options.
1843,The facilities were excellent & the room superb. Nothing but good things to say other then weak wifi signal away from casino & front desk
1844,"I had requested on a last minute amendment on the advance on my arrival date and the staff are very helpful and had assisted  me on the arrangement.
Thank you."
1845,Spacious and elegant rooms. And very clean
1846,Everything except some staff
1847,"Absolutely amazing, the staff are lovely and the place overall was fantastic and the rooms were great, clean and comfy. Would definitely recommend and be back myself again. The shoppes and area was magnificent and restaurants were great (apart from one)."
1848,Room was good size
1849,"Room is really nice and clean. They give you 15$ voucher to play in their casino, you just need to ask for the voucher. Self parking is easy to find."
1850,The only one thing we liked was location of the hotel.
1851,"very clean, located in the heart of the strip"
1852,Rooms are fabulous.  Comfy bed with great sheets.  Quiet room.
1853,"Location, hotel theme, casino, choice of restuarants inside hotel, suite size and view, valet service"
1854,"Right on the strip, everything is close"
1855,The Hotel is realy beatifull. The staff is very friendly. The hotel and the location is great.
1856,"Great location, best layout of hotel room I've ever seen - fantastic bathroom with full bath and shower, felt like a king!"
1857,location
1858,"Hotel was gorgeous, we had a lovely view. Staff were friendly. Location was perfect."
1859,"Nice suite, great view over the strip, and upgrade received upon our arrival. Staff were always very friendly and helpful."
1860,"The staff was excellent, there is a wide variety of shops and restaurants"
1861,"Loved it! Rumoured to be the biggest hotel in America, and it is huge! Loved the rooms, convenient to everything. Undercover and close parking, great place to stay.
Be sure to do a gondola ride!"
1862,"Location is good
The shops and restaurants are good too"
1863,"Our stay in The Venetian was 10/10. Perfect location on strip walking distance to all the other major hotels, restaurant bars etc. the suite was huge and the bed was so comfortable it was a struggle to get up in the morning"
1864,"The room was perfect! The beds were comfortable,the view was gorgeous,spacious and clean."
1865,The staff was great!! They were so friendly and helpful when we needed help with anything. The rooms were very clean and comfortable. The restaurants and clubs were amazing. Just a great overall experience.
1866,the restaurants were amazing on the property
1867,Staff was so nice and accommodating. The facility itself is spectacular.
1868,Nothing.
1869,"Great hotel. Very large but once you have been there a day it is easier to navigate. King suite was perfect. Comfortable bed and great bathroom. Booked a room with a view however could only see the tops of buildings as generally the view is obscured by other hotels. Concierge helpful in booking trips, we dealt with Kerry who was great. Would definitely stay there again, it has the edge over other hotels."
1870,"Loved the suite with the living room.  I have been coming for years to the Grand Lux Café.  Great selection, excellent food.  Good selection of slot machines."
1871,"Room was comfortable and clean. Restaurant street was great as provided a lot of variety. Concierge were extremely helpful, kind and friendly."
1872,Everything was top notch.  The check-in and check-out process was smooth and efficient.  The king bed suite was beautiful and had 3 TVs.  We couldn't smell any smoke in our room and on the whole floor.  The hotel manager  is obviously doing a great job.  I recommend the Italian restaurant in the Venetian namedTrattoria Reggiano.
1873,The Venetian is an amazing hotel with great amenities.
1874,Had a tremendous amount of things to do in one location.
1875,"The hospitality of the staff was superb and professional. Even the guest of the Hotel were super nice. I would definitely stay there again. ""Great time""..
Mr. Houston"
1876,"Great size suite. Lovely free toiletries. Fantastic meal at table 10. Expensive but worth the money for a special treat
Try the godfather slots ?"
1877,Location.
1878,"Rooms were spacious and clean and comfy, an apartment practically. We were upgraded with a great view of the strip after we slipped the concierge a $50.  The spa was amazing though pricey...again the concierge booked it for us and got us a 20% discount. You never run out of hot water in the shower."
1879,"Large room and bathroom
Big TV's
Great bed"
1880,"Good location, goood service, shopping and resturanet within reach"
1881,The rooms were nice and the canal area is wonderful.
1882,Great that reception wasn't overpowered by casino like other places. Definitely didn't see it all
1883,Everything else :)
1884,"Great location.
Opulent surroundings without being pretentious.
Luxurious.
Large rooms and bathrooms.
Had a strip view which was fabulous.
Staff courteous and friendly."
1885,I like the location and having a lot of restaurants next to me.
1886,"Where can I start. The staff are all great. Everyone we had contact with was very friendly, very helpful very nice. The place is clean. Your always see someone doing some kind of cleaning no matter what time it is. Our room was great, comfortable, clean. We enjoyed our stay and not only will we be back. But we placeare looking forward to it."
1887,The suites are great. The necessity to upgrade to avoid a hour hour wait was annoying
1888,"Very big, luxurious hotel; the suites are spacious and clean, loved the bathtub and the TV in the bathroom! The pool area is amazing and the location is great, right on the strip!"
1889,Very comfortable and luxurious. We liked having the sitting area and the big bathroom was great. The room was very quiet.
1890,We had a wonderful experience I highly recommend this hotel... You will be offered to upgrade your room to a strip view room itsreally not different than the regular
1891,"The room was so great! We stayed in 4 hotels during our five-night-stay in Vegas (Venetian, Bellagio, MGM and Mandalay) and Venetian definitely has the best hotel room!"
1892,The property was lovely and the room was comfortable and well-appointed.
1893,"Room and bed extremely comfortable, awesome view."
1894,The staff at the hotel were absolutely brilliant and went out of their way to help if you asked them for anything. The range of places to eat here is amazing and the room suites were stunning.
1895,"Super suite, excellent choice of restaurants, including the food court, decor  & live entertainment in St Mark's Square very enjoyable"
1896,Nice Interiors and also the location is v good
1897,The suites are big. Location is pretty good but I prefer Cesar's palace and bellagio for location which are a bit more central.
1898,"A fantastic hotel with by far the best, and most beautiful features with an obvious theme that ran through the whole building."
1899,Fantastic themed resort professionally done.  Close to everything.  Being able to go birdwatching during the day and explore the lights at night.
1900,Beautiful hotel. Enormous. Never did find the pools!
1901,The facilities and overall theme of the hotel and casino were superb! The European style painted ceilings and the gondolas made it feel very authentic. Couldn't fault the place. The spa was my favourite and definitely worth a visit!
1902,"Excellent location on the Las Vegas strip
The whole ambience; the room was as portrayed in the photographs before we left (always a relief) and the view was great; my wife didnt like the fact we had to leave, and she couldn't actually live there permanently."
1903,Great rooms - very big and the bed was huge! lots to do in the hotel and good shopping. This was our first time in Vegas and if you hit the casino at the quiet times the staff are really helpful in showing you how to play.
1904,The room
