,Name,Nationality,Date,Score,Topic,Tags,History reviews
1556,Duncan,United Kingdom,"Reviewed: July 17, 2016",9.6,Good large rooms.,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,2 Reviews
1557,David,United States of America,"Reviewed: July 17, 2016",7.1,Won't be back.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,1 review
1558,Michael,United Kingdom,"Reviewed: July 17, 2016",10,The room was 2 lift and 3 walkways from lobby.,• Business trip• Solo traveler• Venetian Bella Suite with Two Queen Beds• Stayed 1 night,39 Reviews
1559,Nicola,United Kingdom,"Reviewed: July 17, 2016",10,Venetian the place to stay in Vegas for Delux suites & hotel.,• Leisure trip• Group• Venetian Luxury View Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,1 review
1560,Douglas,United Kingdom,"Reviewed: July 15, 2016",10,top class,• Leisure trip• Family with older children• Venetian Luxury Suite with a King Bed• Stayed 14 nights,4 Reviews
1561,Beyza,United States of America,"Reviewed: July 15, 2016",10,Bed extra comfy and really clean rooms,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,1 review
1562,LuaMen,Switzerland,"Reviewed: July 15, 2016",10,The suites are amazing!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,36 Reviews
1563,Shannon,United States of America,"Reviewed: July 13, 2016",7.9,Met 98% of my expectations.,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,4 Reviews
1564,Ali Al Kaisi,Jordan,"Reviewed: July 13, 2016",9.6,Venice theme.. very comfort..,• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,19 Reviews
1565,Carlos,United States of America,"Reviewed: July 13, 2016",9.6,no coffee pot in the room,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 3 nights,11 Reviews
1566,Claudio,United Arab Emirates,"Reviewed: July 13, 2016",8.3,Great location on strip,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,2 Reviews
1567,Hai,United States of America,"Reviewed: July 13, 2016",8.3,They wanted me to upgrade to get early checkin,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night,28 Reviews
1568,Robert,United States of America,"Reviewed: July 12, 2016",9.2,Beautiful,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 3 nights• Submitted from a mobile device,1 review
1569,Jose,United States of America,"Reviewed: July 12, 2016",9.6,Room was facing golf course.,• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
1570,Bide Xiong,United States of America,"Reviewed: July 12, 2016",6.7,short stay at the Venetian,• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 3 nights,1 review
1571,Tracy,United Kingdom,"Reviewed: July 12, 2016",9.2,Fabulous Stay in Vegas,• Leisure trip• Family with older children• Venetian Bella View Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,2 Reviews
1572,Martha,United States of America,"Reviewed: July 12, 2016",9.6,It was fun.,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 2 nights• Submitted from a mobile device,1 review
1573,Roxana,United States of America,"Reviewed: July 12, 2016",10,They charged me the resort fee upon leaving.,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,2 Reviews
1574,Eldanager,United States of America,"Reviewed: July 12, 2016",9.2,Great stop for the family on the way to Utah from SoCal,• Leisure trip• Family with young children• Venetian Bella View Suite with Two Queen Beds• Stayed 1 night,3 Reviews
1575,Michelle,United States of America,"Reviewed: July 12, 2016",10,Nice hotel.,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 3 nights• Submitted from a mobile device,5 Reviews
1576,Egypt,United Kingdom,"Reviewed: July 12, 2016",10,Fantastic,• Leisure trip• Family with older children• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1577,Risque,United Kingdom,"Reviewed: July 12, 2016",10,Very comfortable rooms close to all main attractions,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 4 nights• Submitted from a mobile device,12 Reviews
1578,Edouard,France,"Reviewed: July 12, 2016",10,great hotel !,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,5 Reviews
1579,Chandra,United States of America,"Reviewed: July 12, 2016",10,Enjoyed my stay here.,• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
1580,Christos,Greece,"Reviewed: July 11, 2016",8.3,Exceptonial potition of the hotel,• Leisure trip• Family with older children• 2 rooms• Stayed 5 nights,21 Reviews
1581,Diogo,Portugal,"Reviewed: July 11, 2016",8.3,not a really 5 stars due to staff!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,33 Reviews
1582,Rita,United Kingdom,"Reviewed: July 11, 2016",10,Out of this world,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,14 Reviews
1583,Angela,United States of America,"Reviewed: July 11, 2016",10,Favorite by far!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 3 nights• Submitted from a mobile device,1 review
1584,Nicky29,Australia,"Reviewed: July 11, 2016",9.2,Great hotel in a perfect location,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 8 nights,2 Reviews
1585,Cee,India,"Reviewed: July 11, 2016",8.3,A good stay,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 3 nights• Submitted from a mobile device,2 Reviews
1586,Laverne,United States of America,"Reviewed: July 10, 2016",10,My stay at palazzo hotel,• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,1 review
1587,Caroline,Canada,"Reviewed: July 10, 2016",7.5,The confort of the bed,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1588,Abdurrahman,Turkey,"Reviewed: July 10, 2016",8.8,Dediğin,• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 3 nights• Submitted from a mobile device,1 review
1589,Paul,New Zealand,"Reviewed: July 10, 2016",9.6,Opulence and Elegance,• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1590,Petar,Serbia,"Reviewed: July 9, 2016",8.8,Pure Vegas,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 4 nights• Submitted from a mobile device,15 Reviews
1591,Peter,United Kingdom,"Reviewed: July 9, 2016",10,All round superb.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,5 Reviews
1592,Lorri,Canada,"Reviewed: July 8, 2016",9.6,The bed was very comfortable!,• Group• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,8 Reviews
1593,Elisha,United States of America,"Reviewed: July 8, 2016",10,Great place to stay! The rooms were huge. I wouldn't go on a July 4th weekend -- too crowded,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 3 nights,1 review
1594,Kk,United States of America,"Reviewed: July 8, 2016",9.2,I like it!!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 2 nights,1 review
1595,Melanie,United States of America,"Reviewed: July 8, 2016",10,Great hotel!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 2 nights• Submitted from a mobile device,1 review
1596,EiloS,Israel,"Reviewed: July 7, 2016",10,Wonderful.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,15 Reviews
1597,ChicoB,El Salvador,"Reviewed: July 7, 2016",5.8,Not what I expected,• Leisure trip• Family with young children• Venetian Luxury View Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,14 Reviews
1598,Chaung,South Korea,"Reviewed: July 7, 2016",9.2,Amazing hotel,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,3 Reviews
1599,Charles,United States of America,"Reviewed: July 6, 2016",7.9,Nice place,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 2 nights,1 review
1600,Katie,United States of America,"Reviewed: July 6, 2016",7.1,Price,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,2 Reviews
1601,Anne,Ireland,"Reviewed: July 5, 2016",9.2,Luxurious stay in a very very busy hotel,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,7 Reviews
1602,Eibhlin,Ireland,"Reviewed: July 5, 2016",6.3,The pool was great not too busy and had very helpful staff,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,11 Reviews
1603,Kathleen,United States of America,"Reviewed: July 4, 2016",9.6,"Great room. Easy access to dining, shopping and spa.",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,1 review
1604,Tracey,United Kingdom,"Reviewed: July 4, 2016",10,Unique hotel in Vegas.,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 3 nights,5 Reviews
1605,Anonymous,United Kingdom,"Reviewed: July 4, 2016",8.3,"Great location, comfortable beds",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,31 Reviews
1606,Georgina,United Kingdom,"Reviewed: July 3, 2016",9.2,"Comfy bed, beautiful hotel",• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,2 Reviews
1607,Geoffrey,Guernsey,"Reviewed: July 3, 2016",8.8,Great location and facilities,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 2 nights,7 Reviews
1608,Krishna,United States of America,"Reviewed: July 3, 2016",10,Perfect location,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,8 Reviews
1609,Micaelaj,Australia,"Reviewed: July 3, 2016",9.6,Amazing!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,7 Reviews
1610,Xin,China,"Reviewed: July 3, 2016",9.6,A place to indulge yourself,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,6 Reviews
1611,Hardik,United States of America,"Reviewed: July 2, 2016",8.8,No coffee and free water in the hotel,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,2 Reviews
1612,Chuhui,United States of America,"Reviewed: July 1, 2016",10,Love it.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1613,Eve,United States of America,"Reviewed: July 1, 2016",8.8,No fridge in the room.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,5 Reviews
1614,LemaMurphy,Ireland,"Reviewed: July 1, 2016",9.6,Wish I was back there right now!,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 5 nights• Submitted from a mobile device,1 review
1615,Prashant,Spain,"Reviewed: July 1, 2016",7.9,"- For a hotel with only suites, they aught to have coffee...",• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 2 nights,16 Reviews
1616,Pamela,United States of America,"Reviewed: June 30, 2016",10,Luxury Suite for the price of regular room!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,12 Reviews
1617,Madeleine,United Kingdom,"Reviewed: June 30, 2016",9.2,Luxury stay at the Venetian,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 5 nights• Submitted from a mobile device,2 Reviews
1618,Sharon,United Kingdom,"Reviewed: June 30, 2016",10,Pure luxury,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,7 Reviews
1619,Rahul vo,India,"Reviewed: June 30, 2016",10,Excellent,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,9 Reviews
1620,Rajiv,United Arab Emirates,"Reviewed: June 30, 2016",9.2,"Excellent Room , Facilities , Comfortable stay and Location...",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,15 Reviews
1621,Woodson,United States of America,"Reviewed: June 30, 2016",8.3,Very nice property,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,2 Reviews
1622,Mark,United Kingdom,"Reviewed: June 29, 2016",10,Everything big room comfortable bed clean bedding everyday...,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,6 Reviews
1623,Laura,United States of America,"Reviewed: June 28, 2016",10,Wonderful stay!,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,1 review
1624,Jacqueline,United States of America,"Reviewed: June 28, 2016",3.8,Room smelled like marijuana no towels staff rude and I want...,• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
1625,Doug,United Kingdom,"Reviewed: June 28, 2016",9.6,Absolutely first class,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,4 Reviews
1626,Rico,United States of America,"Reviewed: June 28, 2016",9.6,The hotel is fabulous !,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 3 nights,1 review
1627,Gavin,Ireland,"Reviewed: June 28, 2016",6.7,Rooms are large but more basic than photo show.,• Leisure trip• Couple• Venetian Bella View Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,16 Reviews
1628,Ben,New Zealand,"Reviewed: June 28, 2016",10,Bed was AMAZING!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights,1 review
1629,Yingying,Netherlands,"Reviewed: June 28, 2016",10,A wonderful staying!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,20 Reviews
1630,Lewis,United Kingdom,"Reviewed: June 27, 2016",10,Amazing,• Leisure trip• Group• Venetian Bella View Suite with Two Queen Beds• Stayed 5 nights• Submitted from a mobile device,2 Reviews
1631,Paul,United Kingdom,"Reviewed: June 27, 2016",9.6,all good no probs.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,1 review
1632,Kanika_Goel,India,"Reviewed: June 27, 2016",10,Awesom stay,• Leisure trip• Family with young children• Venetian Bella View Suite with Two Queen Beds• Stayed 2 nights,9 Reviews
1633,Thomas,United Kingdom,"Reviewed: June 27, 2016",9.6,Comfort and spaciousness of suite.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,10 Reviews
1634,Radu,Romania,"Reviewed: June 27, 2016",10,Great stay! Would go again!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 5 nights,5 Reviews
1635,sanjayrm,Hong Kong,"Reviewed: June 27, 2016",6.3,Think Twice before staying!,• Business trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 3 nights,23 Reviews
1636,Robert,United States of America,"Reviewed: June 27, 2016",8.8,"loved the room very much, will return",• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 3 nights,1 review
1637,Leslie,United States of America,"Reviewed: June 26, 2016",10,Epic!!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,2 Reviews
1638,Anonymous,United Kingdom,"Reviewed: June 26, 2016",10,Everything couldn't fault it ,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 6 nights• Submitted from a mobile device,2 Reviews
1639,Christian,Malta,"Reviewed: June 26, 2016",6.7,rooms are nice,• Business trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,13 Reviews
1640,David,New Zealand,"Reviewed: June 26, 2016",9.2,"best hotel we have stayed in, excellent value for money",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,18 Reviews
1641,Paul,United Kingdom,"Reviewed: June 25, 2016",9.2,Location and theme,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,10 Reviews
1642,Ab,United Kingdom,"Reviewed: June 25, 2016",9.2,I would stay here every time!!,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,8 Reviews
1643,Chris,United Kingdom,"Reviewed: June 22, 2016",9.6,cost of wine in italian restaurant was outrageously...,• Leisure trip• Couple• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,31 Reviews
1644,Alex,United Kingdom,"Reviewed: June 22, 2016",10,Massive room,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,13 Reviews
1645,Anonymous,India,"Reviewed: June 22, 2016",8.8,The location and grandeur of the hotel was fantastic,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights,1 review
1646,Anonymous,United States of America,"Reviewed: June 21, 2016",10,Excellent,• Leisure trip• Group• Venetian Bella View Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,1 review
1647,Anonymous,United States of America,"Reviewed: June 21, 2016",10,The fridge didn't have any room to put your food or...,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,1 review
1648,Piero,United States of America,"Reviewed: June 21, 2016",9.2,good stay,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,24 Reviews
1649,Joseph,United States of America,"Reviewed: June 21, 2016",9.6,Great place to UNWIND!!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,3 Reviews
1650,Anonymous,Switzerland,"Reviewed: June 21, 2016",8.3,Always a good hotel.,• Business trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 2 nights,27 Reviews
1651,Fiona,New Zealand,"Reviewed: June 21, 2016",10,Great place to stay,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,1 review
1652,Jules,United Kingdom,"Reviewed: June 20, 2016",9.2,Most things but no umbrellas was not good,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,14 Reviews
1653,Jacob,United States of America,"Reviewed: June 20, 2016",10,An amazing place to stay,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 2 nights• Submitted from a mobile device,1 review
1654,Michelle,Australia,"Reviewed: June 19, 2016",9.6,A fantastic hotel!,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,4 Reviews
1655,Brian,South Korea,"Reviewed: June 18, 2016",9.2,I liked staying and being in there.,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,8 Reviews
1656,Jim,United Kingdom,"Reviewed: June 18, 2016",8.8,"It's Vegas, you'll pay",• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,5 Reviews
1657,Anonymous,United Kingdom,"Reviewed: June 17, 2016",9.2,Great location,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,3 Reviews
1658,William,United States of America,"Reviewed: June 17, 2016",9.6,First class stay!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
1659,Benjamin,United Kingdom,"Reviewed: June 16, 2016",10,Fantastic and comfortable stay,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,3 Reviews
1660,Anonymous,United States of America,"Reviewed: June 16, 2016",10,Very nice room!,• Business trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,2 Reviews
1661,Helen,United Kingdom,"Reviewed: June 16, 2016",9.0,One of the best gyms ever!!!,• Leisure trip• Family with older children• Venetian Bella View Suite with Two Queen Beds• Stayed 3 nights,2 Reviews
1662,Anonymouse,United Kingdom,"Reviewed: June 16, 2016",7.1,busy and popular,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,4 Reviews
1663,Erick,United States of America,"Reviewed: June 16, 2016",8.3,Loved the customer service and bedroom suite!,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights,1 review
1664,Niicholas,Australia,"Reviewed: June 16, 2016",9.6,Awesome place,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds (3 Adults)• Stayed 5 nights• Submitted from a mobile device,11 Reviews
1665,Erin,Australia,"Reviewed: June 16, 2016",8.8,Very good... The architecture is amazing,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,1 review
1666,Jeremiah,United States of America,"Reviewed: June 15, 2016",9.2,Not bad..,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
1667,Alissa,United States of America,"Reviewed: June 15, 2016",10,Everything!,• Leisure trip• Group• Venetian Bella View Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,1 review
1668,Cynthia,United States of America,"Reviewed: June 15, 2016",5.0,The service is poor.,• Family with older children• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,2 Reviews
1669,Abdalla,United Arab Emirates,"Reviewed: June 14, 2016",10,Good,• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
1670,Patrick,United States of America,"Reviewed: June 14, 2016",9.2,Awesomely beautiful and clean!!!   Great food!!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
1671,Leila,Germany,"Reviewed: June 14, 2016",9.2,"Best place to stay in Vegas, truly",• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 3 nights,1 review
1672,Hao,Australia,"Reviewed: June 14, 2016",10,value for money,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,11 Reviews
1673,Carolynn,United States of America,"Reviewed: June 13, 2016",9.6,"Great service, very comfy bed and room",• Leisure trip• Family with young children• Venetian Luxury View Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,2 Reviews
1674,Sanjay,India,"Reviewed: June 12, 2016",8.8,Venetian always outstanding,• Leisure trip• Family with older children• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,9 Reviews
1675,lucymac,New Zealand,"Reviewed: June 12, 2016",9.6,Gamblers Heaven,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 6 nights• Submitted from a mobile device,43 Reviews
1676,Javier,United States of America,"Reviewed: June 11, 2016",9.6,"First time stay, can't wait to come back",• Leisure trip• Couple• Smart Plan- Venetian Luxury Suite with a King Bed• Stayed 2 nights,2 Reviews
1677,EdTee,Singapore,"Reviewed: June 9, 2016",10,the room size was exactly the same as per descripted and it...,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,2 Reviews
1678,Ronald,United Kingdom,"Reviewed: June 9, 2016",9.2,A very pleasent one night stay prior,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,2 Reviews
1679,Gurps,United Kingdom,"Reviewed: June 9, 2016",10,Vegas baby! Great hotel,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,18 Reviews
1680,Rashida,United Kingdom,"Reviewed: June 9, 2016",9.2,Accommodation was big and spacious,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights• Submitted from a mobile device,2 Reviews
1681,Mehul,Thailand,"Reviewed: June 9, 2016",8.3,Over all good to stay.,• Business trip• Group• Venetian Luxury Suite with a King Bed• Stayed 5 nights• Submitted from a mobile device,3 Reviews
1682,Anonymous,United States of America,"Reviewed: June 8, 2016",9.6,Super suite that allowed us to entertain our group of...,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,1 review
1683,Luci,Israel,"Reviewed: June 7, 2016",7.9,Good looking hotel. Very enjoyable. Expensive though.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,4 Reviews
1684,Sahar,United States of America,"Reviewed: June 7, 2016",9.6,Amazing hotel,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,2 Reviews
1685,Jefwalsh,United States of America,"Reviewed: June 7, 2016",7.1,"Great place lots of action
",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,3 Reviews
1686,John,United Kingdom,"Reviewed: June 7, 2016",10,"Great location, right in the middle of the strip.",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights,1 review
1687,Raymond,Switzerland,"Reviewed: June 7, 2016",10,Suite very night and Nice,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,34 Reviews
1688,Marilyn,United Kingdom,"Reviewed: June 7, 2016",10,"Brilliant hotel, everything was exceptional.",• Leisure trip• Family with older children• Venetian Bella View Suite with Two Queen Beds• Stayed 8 nights,9 Reviews
1689,Anonymous,United States of America,"Reviewed: June 6, 2016",7.5,The amount of room there is in a suite,• Business trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,9 Reviews
1690,Andrew,United Kingdom,"Reviewed: June 6, 2016",10,Excellent,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 6 nights,21 Reviews
1691,Anonymous,United Arab Emirates,"Reviewed: June 6, 2016",9.6,Awesome,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,5 Reviews
1692,Mary,United States of America,"Reviewed: June 6, 2016",9.2,Great Stay,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
1693,Dayne,New Zealand,"Reviewed: June 5, 2016",10,This hotel is absolutely amazing!,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,2 Reviews
1694,Dean,Australia,"Reviewed: June 5, 2016",10,Super comfy bed,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 5 nights• Submitted from a mobile device,1 review
1695,Stephen,United Kingdom,"Reviewed: June 5, 2016",9.2,Perfect service again.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 5 nights• Submitted from a mobile device,1 review
1696,Wendy,United Kingdom,"Reviewed: June 5, 2016",10,Luxurious hotel in centre of the Strip.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,24 Reviews
1697,Nigel,United Kingdom,"Reviewed: June 5, 2016",10,Everything was perfect and much better than another big-name...,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night,7 Reviews
1698,Bob,United States of America,"Reviewed: June 5, 2016",10,Excellent,• Business trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,2 Reviews
