,Overall_review,date,name,nationality,rating,review_times,tag
903,"Fun, beautiful and the upgrade to a suite was awesome!!!","Reviewed: September 18, 2017",Juan,United States of America,10,13 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
904,A charge for everything,"Reviewed: September 18, 2017",Thomas,United States of America,4.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
905,One of the best stay in my life,"Reviewed: September 18, 2017",Marat,Kazakhstan,10,5 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
906,Went to Vegas to avoid hurricaine Irma in Florida.,"Reviewed: September 18, 2017",Peter,United States of America,7.9,1 review,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
907,everything fantastic,"Reviewed: September 18, 2017",Lisa,United Kingdom,9.2,7 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 4 nights"
908,Was there for 3 days the room was great the staff were also great,"Reviewed: September 18, 2017",Brett,Australia,8.8,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
909,"Central location easy access to the strip, excellent venue...","Reviewed: September 15, 2017",John,United Kingdom,10,8 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
910,Wonderful,"Reviewed: September 14, 2017",Oscar,United States of America,7.5,1 review,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
911,Weekend escape,"Reviewed: September 11, 2017",strakov,Israel,7.9,2 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
912,Great hotel for an adult holiday,"Reviewed: September 11, 2017",Keith,United Arab Emirates,7.9,10 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
913,the atmosphere was superb,"Reviewed: September 10, 2017",Chukwuma,United States of America,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
914,i thought it would be fancier than what it was,"Reviewed: September 9, 2017",Riley,United States of America,6.3,3 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
915,I didn't not get our included 10 dollar credit per day...,"Reviewed: September 9, 2017",Arnold,South Africa,7.9,1 review,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
916,"Excellent location, large clean and comfortable rooms, kind...","Reviewed: September 9, 2017",Andrea,Italy,9.6,1 review,"• Leisure trip


• Solo traveler


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 1 night"
917,Expensive,"Reviewed: September 8, 2017",Anonymous,United Kingdom,6.3,1 review,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
918,Bad quality hotel but good location,"Reviewed: September 8, 2017",Mohammed,Saudi Arabia,6.7,17 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
919,"Excellent family fun, we loved every moment","Reviewed: September 6, 2017",Kerry,United Kingdom,9.2,1 review,"• Leisure trip


• Family with young children


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
920,Good Location,"Reviewed: September 5, 2017",Brian,United Kingdom,8.8,2 Reviews,"• Leisure trip


• Group


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 2 nights"
921,Everything!,"Reviewed: September 5, 2017",Rob,Australia,10,2 Reviews,"• Leisure trip


• Solo traveler


• Augustus Premium Room, 1 King, Smoking


• Stayed 4 nights


• Submitted from a mobile device"
922,"Fantastic time in Vegas, hard not to enjoy really.","Reviewed: September 5, 2017",Gary,United Kingdom,7.5,1 review,"• Leisure trip


• Group


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 4 nights"
923,I asked for a non adjoining door and got one,"Reviewed: September 4, 2017",Arby,United States of America,6.3,1 review,"• Business trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
924,all was good!,"Reviewed: September 4, 2017",Viellebi,Italy,8.8,21 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 3 nights"
925,Enjoyable,"Reviewed: September 4, 2017",Atef,Saudi Arabia,7.1,1 review,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
926,Woken at 4am by after hours party in adjoining room.,"Reviewed: September 4, 2017",Jennifer,Canada,7.1,5 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
927,Thank you !,"Reviewed: September 3, 2017",Aurelie,Sri Lanka,8.8,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night"
928,"Loved it, wished we could have stayed longer","Reviewed: September 2, 2017",Keryn,Australia,9.2,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
929,A must see. we think this is the best hotel on the strip but it is too expensive.,"Reviewed: September 1, 2017",Anonymous,United Kingdom,7.5,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 4 nights"
930,"the bed, shower were all great,","Reviewed: August 31, 2017",Anonymous,United Kingdom,10,2 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, 1 King, Smoking


• Stayed 1 night"
931,The auto curtains and the tv in the bathroom more.,"Reviewed: August 31, 2017",Allison,United States of America,8.3,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
932,Everything was perfect!,"Reviewed: August 31, 2017",Flora,Italy,10,29 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
933,Great,"Reviewed: August 30, 2017",Paola,"Abkhazia, ​ Georgia",9.6,7 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
934,"The pool is amazing, we got a nice bedroom with a great view...","Reviewed: August 28, 2017",Marine,France,9.2,3 Reviews,"• Leisure trip


• Group


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
935,Great Hotel everything spot on,"Reviewed: August 28, 2017",Conal,United Kingdom,10,6 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
936,Pool area and choice of restaurants!,"Reviewed: August 28, 2017",Peter,United Kingdom,9.2,5 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
937,Nice stuff nice place,"Reviewed: August 27, 2017",Mohamad,Lebanon,10,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
938,Rather miserable,"Reviewed: August 26, 2017",Caroline,United States of America,5.0,1 review,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
939,Expensive with no view,"Reviewed: August 25, 2017",Anonymous,Australia,5.0,1 review,"• Leisure trip


• Couple


• Julius Executive Suite, 1 King


• Stayed 1 night


• Submitted from a mobile device"
940,wish the room smell fresh and clean air,"Reviewed: August 24, 2017",Linda,United States of America,2.9,1 review,"• Business trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
941,Pool closed at 7PM.,"Reviewed: August 24, 2017",Jacob,United States of America,9.6,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
942,Very clean room and the workers too friendly... above all i can recommend Caesars Palace to stay.,"Reviewed: August 24, 2017",Dale,Canada,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
943,My first Vegas experience was amazing and I can't wait to revisit,"Reviewed: August 24, 2017",Joyce,United States of America,10,3 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
944,Awesome!,"Reviewed: August 24, 2017",Jacek,Poland,9.6,2 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 10 nights


• Submitted from a mobile device"
945,Crazy place but fun,"Reviewed: August 23, 2017",Lisa,United Kingdom,9.6,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
946,It's incredible.,"Reviewed: August 23, 2017",Alberto,Italy,9.6,14 Reviews,"• Leisure trip


• Travelers with friends


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
947,Impressive stay in Vegas!,"Reviewed: August 22, 2017",Alanvet,United States of America,8.3,12 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
948,Nice place to stay but its getting a bit pricey the bars are...,"Reviewed: August 22, 2017",Simon,New Zealand,7.1,7 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights"
949,I really enjoyed the comfort and options available.,"Reviewed: August 21, 2017",Jhannelle,United States of America,9.6,1 review,"• Business trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
950,Loved Ceasars Palace,"Reviewed: August 20, 2017",Monique,Australia,9.2,4 Reviews,"• Leisure trip


• Family with young children


• 2 rooms


• Stayed 3 nights


• Submitted from a mobile device"
951,Great stay as always.,"Reviewed: August 19, 2017",Kevin,United Kingdom,7.5,7 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
952,It was really cool!,"Reviewed: August 19, 2017",Vivyan,United Arab Emirates,10,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
953,We got upgraded to a suite for the 2 nights we were there...,"Reviewed: August 19, 2017",Anonymous,Australia,9.2,8 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
954,"Very good, will come back","Reviewed: August 19, 2017",Anonymous,Canada,7.5,1 review,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
955,"The position on the Strip, the facilities, the great...","Reviewed: August 18, 2017",Anonymous,Italy,8.8,25 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
956,Awesome!,"Reviewed: August 18, 2017",Lisa,United States of America,10,1 review,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
957,"not enough signs to indicate locations, parking is far from...","Reviewed: August 17, 2017",Renee,United States of America,8.8,1 review,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
958,"Parking costs: 12 USD for self parking, 20 USD for valet...","Reviewed: August 17, 2017",Sandra,Croatia,9.6,10 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 5 nights"
959,Worth every penny,"Reviewed: August 16, 2017",Bryan,Ireland,8.8,4 Reviews,"• Leisure trip


• Group


• 2 rooms


• Stayed 3 nights"
960,Fun,"Reviewed: August 15, 2017",Lovie,United States of America,5.4,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
961,An experience to be lived.,"Reviewed: August 15, 2017",João,Portugal,9.6,6 Reviews,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night"
962,Great location at what is the centre of the strip.,"Reviewed: August 15, 2017",Andrew,United Kingdom,9.6,2 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
963,Silence in the room,"Reviewed: August 15, 2017",Alexey,Russia,8.0,4 Reviews,"• Leisure trip


• Family with young children


• Augustus Premium Room, King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
964,Two bathrooms and a bidet,"Reviewed: August 11, 2017",Sylvia,United States of America,10,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights"
965,We had a great stay.,"Reviewed: August 11, 2017",Rulina,United States of America,10,3 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
966,Truly Palatial,"Reviewed: August 10, 2017",Seema,India,9.2,29 Reviews,"• Leisure trip


• Travelers with friends


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
967,The place to be in Las Vegas,"Reviewed: August 6, 2017",Maria,Belgium,10,6 Reviews,"• Leisure trip


• Solo traveler


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 1 night"
968,Very nice,"Reviewed: August 5, 2017",Randall,United States of America,8.3,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
969,"Great location, but full of smokers","Reviewed: August 5, 2017",Tim,Canada,6.7,1 review,"• Business trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
970,Good hotel.,"Reviewed: August 5, 2017",Anonymous,France,7.5,1 review,"• Family with young children


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
971,My second time staying here,"Reviewed: August 4, 2017",Sherri,United Kingdom,8.8,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
972,Nice but pay for so many extras,"Reviewed: August 2, 2017",Val,United Kingdom,8.8,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
973,My room,"Reviewed: August 2, 2017",Osiel,United States of America,9.6,5 Reviews,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
974,I love it,"Reviewed: July 29, 2017",Kathleen,United States of America,10,1 review,"• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
975,Everything was so perfect!,"Reviewed: July 29, 2017",Patricia,Brazil,10,16 Reviews,"• Leisure trip


• Solo traveler


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
976,Best place in town! Plan to go back soon!!,"Reviewed: July 28, 2017",Arlene,United States of America,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
977,Buffet and food options.,"Reviewed: July 27, 2017",Brent,Canada,10,1 review,"• Business trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
978,"Cesars palace is so awesome, will definitely come back!","Reviewed: July 27, 2017",Richard,United States of America,9.6,1 review,"• Leisure trip


• Family with young children


• Forum Classic Suite, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
979,Great location  Very nice accommodation,"Reviewed: July 27, 2017",Mark,Canada,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
980,Excelente,"Reviewed: July 27, 2017",Evelin,Canada,10,1 review,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
981,Might consider it next time,"Reviewed: July 25, 2017",Adnane,United States of America,7.5,1 review,"• Leisure trip


• Group


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
982,Your whole city's location staff,"Reviewed: July 25, 2017",Terry,United States of America,9.2,1 review,"• Leisure trip


• Group


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
983,What? No coffee?,"Reviewed: July 25, 2017",Anonymous,United States of America,7.1,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
984,"Nice location, not worth the money","Reviewed: July 25, 2017",Grace,United States of America,8.3,1 review,"• Leisure trip


• Family with young children


• 2 rooms


• Stayed 3 nights


• Submitted from a mobile device"
985,Classy place ticks all the boxes,"Reviewed: July 24, 2017",Darragh,Ireland,9.2,3 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
986,Luxury stay,"Reviewed: July 24, 2017",Gary,Australia,8.3,1 review,"• Leisure trip


• Couple


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 3 nights"
987,Good hotel notice the small words in Booking.com,"Reviewed: July 23, 2017",מירי,Israel,9.6,7 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
988,MAC and TRACEY loved Cesar's Palace,"Reviewed: July 23, 2017",Tracey,United States of America,9.6,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
989,Rip off,"Reviewed: July 23, 2017",Diane,United Kingdom,7.9,15 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
990,Just like the movies,"Reviewed: July 22, 2017",Chebon,United States of America,8.8,1 review,"• Leisure trip


• Family with young children


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
991,Got food poisoning from the buffet,"Reviewed: July 22, 2017",Eric Higham,United States of America,8.8,3 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
992,The room was a little warm even though the a/c was on 65,"Reviewed: July 21, 2017",Julie,United States of America,10,3 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
993,Not something I will forget soon.,"Reviewed: July 21, 2017",Christine,United States of America,4.2,6 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
994,Great location,"Reviewed: July 19, 2017",Anonymous,United States of America,10,1 review,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
995,Helpful Staff and perfect location at the strip,"Reviewed: July 19, 2017",Simon,Switzerland,7.9,13 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
996,Beautiful renovation,"Reviewed: July 19, 2017",Stacie,United States of America,9.6,2 Reviews,"• Business trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
997,Exceptional,"Reviewed: July 18, 2017",Anonymous,Lebanon,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
998,Good value,"Reviewed: July 18, 2017",Gg,India,10,1 review,"• Leisure trip


• Travelers with friends


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
999,Overpriced,"Reviewed: July 16, 2017",Elias,United States of America,5.4,4 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1000,"Location, comfort","Reviewed: July 16, 2017",Sneki,Australia,9.6,8 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1001,Very comfortable beds.,"Reviewed: July 15, 2017",Nicole,Australia,9.6,1 review,"• Leisure trip


• Group


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 9 nights


• Submitted from a mobile device"
1002,Vacation,"Reviewed: July 15, 2017",Cathy,United States of America,9.6,2 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1003,Awesome Caesars Palace,"Reviewed: July 15, 2017",Yvonne,United Kingdom,10,5 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1004,Comfy beds,"Reviewed: July 14, 2017",Anonymous,United States of America,4.6,3 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1005,the worse hotel on the strip,"Reviewed: July 14, 2017",Joe,Israel,2.5,1 review,"• Business trip


• Solo traveler


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights"
1006,Great rooms.,"Reviewed: July 14, 2017",Damion,Australia,7.9,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1007,Weekend trip,"Reviewed: July 11, 2017",Ja,Canada,7.1,1 review,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1008,"Beautiful hotel, would stay again for sure","Reviewed: July 11, 2017",Rajvinder,United Kingdom,10,6 Reviews,"• Leisure trip


• Solo traveler


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 1 night"
1009,Great,"Reviewed: July 10, 2017",Dylan,Australia,10,9 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, 2 Queens, Non-Smoking


• Stayed 8 nights


• Submitted from a mobile device"
1010,Our view,"Reviewed: July 10, 2017",Nicole,United States of America,7.5,4 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1011,the room was noisy on most nights mostly from music but also...,"Reviewed: July 9, 2017",Paul,United Kingdom,6.7,2 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 7 nights"
1012,They charge for amenties that most hotels have included for...,"Reviewed: July 8, 2017",Ted,United States of America,7.5,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1013,I had an amazing time,"Reviewed: July 7, 2017",Shenoa,United States of America,10,3 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1014,Amazing!!!,"Reviewed: July 6, 2017",Chad,Canada,9.2,1 review,"• Leisure trip


• Family with young children


• 2 rooms


• Stayed 2 nights


• Submitted from a mobile device"
1015,Good over all,"Reviewed: July 6, 2017",Sam,United States of America,4.2,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1016,"Great restaurants, shopping, location, pools","Reviewed: July 5, 2017",Anonymous,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1017,"Ceasers Palace Vegas, it doesnt get better!","Reviewed: July 4, 2017",Malcolm,United Kingdom,10,3 Reviews,"• Leisure trip


• Group


• 2 rooms


• Stayed 5 nights


• Submitted from a mobile device"
1018,The extras charges like extra for cells divices interne,"Reviewed: July 2, 2017",Marlene,United States of America,9.2,2 Reviews,"• Group


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1019,Our room was very nice and quiet.,"Reviewed: June 30, 2017",Ken,United States of America,10,1 review,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 1 night"
1020,The noise coming from the renovation work.,"Reviewed: June 28, 2017",Raya,Lebanon,9.2,8 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 4 nights"
1021,The view from the room,"Reviewed: June 27, 2017",Alexander,United Kingdom,9.6,3 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1022,Excellent A+ and great fun,"Reviewed: June 26, 2017",Andrew,United Kingdom,9.6,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1023,Nice location,"Reviewed: June 26, 2017",Rochelle,United States of America,6.7,4 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1024,Checked in and Checked out was so upset.,"Reviewed: June 26, 2017",Chayasin,Thailand,6.3,11 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1025,Automated lights b/w bed & bathroom (for evening)!,"Reviewed: June 24, 2017",Jeremy,United States of America,8.3,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 3 nights"
1026,Location and classy,"Reviewed: June 24, 2017",Yonys,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1027,The hotel looked very nice but my room air conditioning wasn't working properly,"Reviewed: June 24, 2017",Jean,United States of America,7.5,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1028,Hail Caesars!!,"Reviewed: June 24, 2017",Graham,United Kingdom,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1029,"Great location, clean room, staff are very friendly.","Reviewed: June 22, 2017",Jie,New Zealand,10,8 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1030,The best location on the Strip and great standards in spite for the size of the hotel and amount of,"Reviewed: June 22, 2017",P,Australia,9.2,9 Reviews,"• Leisure trip


• Group


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 3 nights"
1031,"Clean room, nice furniture, nice and specious  bathroom","Reviewed: June 22, 2017",Radomir,Serbia,9.2,3 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
