,0
860,"The hard sell of the vendors underneath the hotel,some were intimidating and quite rude"
861,Nothing
862,Wished there was a tea or coffee making facilitiy in the room
863,Nothing.
864,We missed having a coffee machine in the room.
865,Non
866,Only one decent bar that was always packed
867,Would have been nice to have tea and coffee making facilities in the suite.
868,Nothing. It was great.
869,Literally loved everything
870,DIFFICULTY IN FINDING MY WAY AROUND
871,The smell of marijana in the hallways.
872,No coffee maker in the rooms.
873,"Uncaring staff, you are nothing more than your wallet.  Beds are memory foam and sleep very hot."
874,Luggage took ages to get to our room.
875,Public area near registration desk not very comfortable.
876,door handle of the room was a bit broken
877,The valet
878,Nothing
879,WiFi is crap.
880,Nothing
881,My first time at the Venetian found it a little difficult to find my room.
882,Smoke smell in casino
883,how can you not like the Venetian!!!
884,Parking was a hassle.  The restaurants were freezing.
885,That I had to leave.
886,Had to wait an hour for our luggage to come up with 11.45 pm check in --most annoying
887,"Worst Staff, Worst Service, No hospitality. 
Resort fee which had zero worth the services."
888,There wasn't a buffet inside the Venetian.
889,Bit expensive
890,Nothing
891,Nothing
892,"No Christmas event, other hotels might offer more"
893,"Long walk to room, casino tight"
894,"Prices for extras are exorbitant. Then again, this is Vegas."
895,"No buffet breakfast, slow check in"
896,"vomit in the sink , staff we spoke to acted as not a big deal"
897,Service when check in
898,I would have liked package offers to go eat at different restaurants or bars.
899,not very nice people working there
900,Nothing...
901,Smoke from casino
902,Price
903,Too much walking and many elevator rides to the room and to the fitness/spa.
904,resort fee was a surprise on checkout & no kettle in room.
905,The bed was too soft and we both slid towards the middle.  It was a bit smoky for our liking.
906,Too far to travel around the casino to get to rooms. Not coffee and tea making facilities.
907,Nothing
908,The cost and too many people
909,Room floors not swept well. Food was pricey.
910,Too expensive.
911,no complains
912,No micro wave in the room and there is no room for guest stuff in the refrigerator.
913,The room card keys were difficult to operate
914,Gondola too short...I have seen the real one
915,"Too many kids.... twice I almost stepped on a toddler, babies crying cause distraction ib casino."
916,Room service food was gross and room service staff were rude
917,All the high end restaurants at the Venetian were very disappointing..
918,Price
919,Walk from check in to lifts.
920,Room facilities are a little bit old.
921,Only one little thing the shower always leak from the bottom to outside and shower mat always wet
922,location and value
923,Every thing good
924,For a 5 star hotel no coffee making facility in the room
925,More reasonably priced spa services
926,NO TEA OR COFFEE FACILITIES IN ROOM. COST $30 to get hot water to make tea.  Terrible.
927,No coffee in room
928,Was a little pricey for its size.
929,Maintainance is the restroom wasn't that good. Could see shower door handle was ugly kept.
930,There was no water in the room and only a very expensive small bottle in the mini bar
931,Price/Quality by Restaurants
932,All facility's in the Spa working.
933,Value for money
934,Food service is  disgusting
935,Had to take two elevators to get to casino. Somewhat inconvenient.
936,Nil.
937,Decor starting to age
938,No fan in the bathroom.
939,No coffee maker in room.
940,nothing
941,expensive
942,Room service just coffee was one hour
943,"a little bit cold 
air conditioning too strong
bathroom very old"
944,Conference on last two days could not find anywhere to sit in restaurants as too busy
945,The Staff at Check In were rude and non interested in out stay.
946,Couldn't fault anything we had an amazing
947,It was a maze to figure out where was my room.
948,Nothing
949,Pillows and mattress
950,Phone rang 4 times at 4:30 am . Wasn't able to go back to sleep ruined my day .
951,No water or coffe machine
952,Hotel tax charge!
953,Smaller check in lines
954,No casino winnings from playing the slot machines there...😟
955,Coffee maker in the room would have been nice.
956,Need place for my bottled water😜
957,We had a few problems with the door lock but the staff worked hard to fix it AND gave us a discount
958,when we order something for room service they said all the time takes more than 1 hour. even just hot water too.
959,"When We turned the AC on , the smell inside the bedroom was terrible , so we needed to stay full time without the AC working."
960,Nothing
961,none
962,Room little bit old
963,"Bed was hard, pillows were flat."
964,Nothing
965,Food was little expensive. My kids grabbed Agee drinks from refrigerator in toom and was charged approx 80dlrs extra
966,There is not one thing that was bad.
967,Towels
968,No mini fridge in room for personal use
969,The food was excellent. The staff was excellent.
970,Cleaning service
971,Expensive.
972,The sink made a weird noise throughout the night woke me up !
973,Very rude staff room was not cleaned every day
974,Long walk to get out the hotel but it's a gorgeous walk
975,Nothing really
976,Nothing
977,Coffee maker in the room
978,They did not have the room I reserved and they charge me more than I expected
979,"Paid internet was very, very slow....you had to pay extra for decent connection."
980,Slightly confusing to navigate.
981,Price
982,Nothing
983,in room dinning is too late .
984,the smoking at the lobby level
985,The curtain is not working well. You can feel the room is too old.
986,The room
987,Furniture in room a bit dated
988,Nothing - just a bit expensive from time to time...
989,Hard to navigate at the beginning cuz property is huge
990,"View could have been better, as we over looked the roof which had all the a/c units etc on top"
991,Housekeeping service was a bit slow.
992,Love
993,The staff at the pizzeria in the food court downstairs. VERY RUDE!
994,nothing
995,Nothing
996,"casino was smokey, fast food did not taste good, poor service at one of the cafe's"
997,Nothing
998,Wifi strength not worthy of the resort fee.
999,Tight slots
1000,It was all good
1001,Bed could've been a little more comfortable
1002,The internet was very basic with the 32. Dollar resort fee .
1003,Nothing I could say bad about this hotel
1004,Nothing
1005,2.5 hours to deliver the correct type of tea.  How can you botch a tea order?
1006,not convenient for check-in without clear direction sign
1007,View was bad considering how much I was paying per night. Also the food within the casino (with the exception of the Asian Noodle Bar)!
1008,No coffee maker in room
1009,Haven't coffeepot
1010,Nothing
1011,cost
1012,Crowded
1013,Would have liked a space in the fridge I could use not just fully filled
1014,Nothing
1015,Charging for bar snacks & beverages very expensive.
1016,Nothing
1017,"No water when you arriving , no fan tea or coffee."
1018,N/a
1019,Too much smoke in the Casino. I became very congested on the second and was ready to leave.
1020,Our room was above the most god awful mechanical noise 24 hrs a day. Ridiculous
1021,Atmosphere lacking
1022,No tea making facilities - a ruse to make you purchase drinks - we bought a kettle
1023,Prices
1024,pool could do with being cleaner.
1025,Poolside cocktails are expensive whilst the drinks are free when gambling.
1026,Even though we wanted some special things because it was our honeymoon they couldn't managed to make those happen
1027,Smoke in gambling area
1028,The lighting in the room
1029,It's all good.
1030,Some hidden charges at the time of billing.
1031,"Check in was a night mare with rooms unavailable, duplicated rooms and
pass keys issued"
1032,The pull out sofa bed mattress is due for a new one - too soft and squeaky.
1033,It was a long way to our rooms!
1034,Non smoking and more sun around the pool area!
1035,"Check-in process, long file, coule have been more efficient."
1036,Hard to find fault at all.
1037,No breakfast included in the luxury suite
1038,The hotel should provide a free kettle.
1039,The hotel is very old and too expensive .
1040,No coffee in our room
1041,The staff
1042,The temperature of the room was hard to regulate.
1043,Our room (7327) was very noisy thanks to some kind of ventilator.
1044,The door closer on the room got caught every time we wanted to use it... just as well we were tall enough to push it out of the way
1045,"Only issue, no kettle for tea/coffee in room. Would be nice to not have to leave room to get a cup!"
1046,Room unavailable at check in and they didn't text to say it was.  We waited 1.5 hours then went back ourselves
1047,No coffee in room!
1048,Very easy to get lost in the casino and hotel
1049,Pillows on bed were terrible
1050,Smoke in the casino.
1051,torture  chamber   mattress I  ended up   more  comfortable  on  the   floor
1052,No coffe making facility in room unlike every other hotel in USA
1053,Internet was slow. Sinks made noise (drained in the middle of the night.
1054,"Smoke, poor wireless,  few breakfast options, resort fees don't include spa facilities"
1055,No tea/coffee making facilities in the room
1056,The wifi didn't really work in our suit
1057,Too big
1058,"Very crowded
We had constant disgusting noises from a sink in bathroom. There was definetly some issue with a plumbing"
1059,Nothing
1060,Because its huge hotel we weenlost a few time..map needs to be updated
1061,"Pool to over crowded and bad location , doesn't get sun till mid afternoon , wifi signal is very poor keeps dropping"
1062,Nothing
1063,Tea and coffee maker would be good.
1064,Location
1065,"worst view, lack of amenity such as tooth blush and expensive."
1066,Someone stole from our room 3000$ in cash from our safe. And we didn't get anything or a report of what happened
1067,Like a maze to find your room.
1068,Smoking in casino
1069,The room was not clean enough
1070,Pool was dirty! White foam. A bit disgusting...
1071,Pool area was a bit crowded for sunny areas
1072,Had to move bedside table and mouldy biscuit found behind. No coffee machine in room
1073,Too many lefts to exchange to reach room
1074,The way walk to hotel elevator  its smoking area. They should have separate entrance.
1075,I loved everything
1076,Nothing
1077,Cleaning of the room
1078,Nothing
1079,"It took long time to reach your room
The AC was bad not cold enough"
1080,nothing
1081,NA
1082,Smoking was allowed inside the casino.
1083,Could've won more money
1084,Nothing at all..
1085,poor lighting in room. Terrible smoke smell on casino floor.  Will not stay here again because of that
1086,No coffee in room. And paying extra for something i had already booked.
1087,Nothing.
1088,The extra charges.  Not really explained to us.
1089,Disgusting smokers
1090,Taxes + in room dining etc expensive
1091,Nothing
1092,nothing
1093,Not a full kitchenette
1094,Got lost several times when trying to fins our suite.
1095,Ice machine could have been closer.
1096,Sofa not comfortable and had stains.
1097,If I could have stayed longet
1098,Nothing I didn't like.
1099,Everything was good nothing bad to say
1100,Not there long enough
1101,I like everything
1102,Not applicable :)
1103,The view from our room was on the roof of another building.
1104,Some resident returning late at night were nosey
1105,Losing money
1106,Smoking inside
1107,"long distances between facilities to walk, crowdy hall"
1108,List of luggage upon arrival
1109,too many people. long queue
1110,Pool area very crowded
1111,Price
1112,in house restaurants were poor value for money
1113,It was not highlighted that  credit does not include the casino
1114,Some of the employers wer not in good mood
1115,Room was not cleaned up on 2 nights.  Had to call for turn down and wasn't completed.
1116,"Long wait for check in, easy to get lost, self park is not so friendly."
1117,"Swimming pool too busy, smooking and drinking allowed inside water."
1118,"charge unreasonable fees 
pay extra money"
1119,Nothing!!
1120,Access to guest lifts
1121,"AC is too high, we were freezing..."
1122,Pricey
1123,Too many people in the swimming pool!
1124,That we could not stay longer!
1125,"Staff not kind and not gentle with Customers.
Big confusion with payments and checkout"
1126,Too large hotel. Need to walk a lot inside the hotel
1127,"needed better ventilation in bathrooms,
had to walk too far to get to casino and to get to food/shoppes"
1128,No room coffee Maker other wise difficult to fault
1129,None
1130,Smoking is allowed everywhere in the casinos
1131,Nothing
1132,Took ages to get our luggage after checking in.  The room was set up for two people when we were three.
1133,"Too big, not cozy"
1134,Nothing
1135,None
1136,Shower was small; bathtub did not fit two.
1137,there were no tea or coffee making facilities in the room.
1138,"Misleading upgrade rates. Check-in clerk said $25, check out charged $50."
1139,One of staff members in casino was rude. Unfortunately don't have his name..
1140,nothing
1141,The charge for Friday night was extortionate! Go midweek if you can.
1142,None
1143,The Heat
1144,"very big hotel , so lots of walking"
1145,Kettle in room
1146,Nothing
1147,Nothing
1148,The swimming pools were not enough for all the people there was
1149,No tea or coffee making facility in the rooms
1150,"Not enough prompted information on tv
With events ie pool parties access to clubs etc"
1151,No dress code in the casino...gangs of drunk and Half naked pool party goers running everywhere in casino and lobby.Too many thugs.
1152,Nothing. It was perfect.
1153,Confusing layout of property. Little bit longer distance to get to amenities.
1154,Room was not super clean
1155,Pools were too busy especially when they close a big one during the week. Too many people fighting for bed space.
1156,nothing
1157,very busy
1158,Too much smoking in Casino while crossing
1159,No slippers provided. No toilet brush.
1160,"Only complaint, resort fee stated online was higher at checkout so I paid more then quoted and expected"
1161,"The location of the room, to many elevators to take to get to the room."
1162,Suite furniture needs updating
1163,Hotel charges are too high when compared to other hotels. They must breakfast and offer free drinking water.
1164,Stuff always didn't close the door after service.
1165,Swimming pool had noisy music playing which was impossible to get away from.
1166,Rude staff... Unfriendly... Very old property.
1167,Nil
1168,Nothing
1169,None
1170,Nothing
1171,THE SELF GARAGE PARKING IS TERRIBLE.
1172,Nothing
1173,Extra charge for wi-fi
1174,roaches in the room crawling out from under the couch.  Had to move rooms.  Horrible experience.
1175,Nothing
1176,"Food in fridge sensored, so if you move it you get charged."
1177,Too expensive.  Cheeky to charge resort fee when rooms are so pricey.
1178,The tv didn't work in the bedroom one night
1179,Sun beds were limited and people saved them for hours at a time
1180,Room could have been cleaned better on daily tidy
1181,Baggage transfer from room to entrance took over one hour.
1182,not as good as a 5 stars french hotel
1183,charges on amazon delivery
1184,Our room was not serviced despite repeated requests.
1185,swimming pool is crowd
1186,Very difficult to say.
1187,Need nonsmoking gaming areas
1188,- Very poor WIFI connection (even with speed upgrade)
1189,Wifi wasn't great
1190,Communication of the resort fee - £30something a head!
1191,Nothing
1192,nothing
1193,room cleanliness
1194,Smoke in the casino was allot to handle for a non smoker
1195,Poor internet
1196,They called me about someone else bill. I did not like that
1197,"The room Ac was so hot we stayed two nights they didn't clean the room 
it took the guy to bring the bags 2 hours"
1198,Nothing
1199,Nothing
1200,the matraces
1201,cleanliness of the room particularly the bathroom and the condition of the towels
1202,Very busy and drinks pricey.
1203,Nothing
1204,"Could include Breakfast for the price, not very nice pool(s)"
1205,"This hotel is amazing, dont book other hotels than this,believe me."
1206,Everything was great.
1207,I found it very difficult to find my way around the hotel.
1208,No free place in the fridge
1209,Price of cookies.
1210,Nothing
1211,Expensive
1212,Drinks expensive
1213,Everything was great
1214,None
1215,"The lobby, too crowded when you check in and check out"
1216,no drinking water supply
1217,Wished for an adult only pool.  Too many kids at the pool and it closed at 8 pm
1218,Confusing entrance
1219,Nothing
1220,Wifi très faible -temps d'attente intolérable
1221,Too big for my liking. - But thats Vegas
1222,"Car park to reception very poorly signed,"
1223,Nothing
1224,doesn't include the breakfast
1225,Need new pillows on the bed in Room 33-132
1226,Could have had tea and coffe in the bedrooms!
1227,Price in shops and restaurants are expensive.
1228,Not much amenities in room.
1229,Check in took forever and rooms were not ready even after check in time
1230,Food was not that good
1231,Nothing
1232,The Pool is very small and the service is bad
1233,"Luggage takes a long time
To get down"
1234,Pricy
1235,Not things what I think of
1236,Restaurant opening time. Too early closing for a city like Las Vegas
1237,Shower head not working well
1238,Too crowded and old
1239,"It is noisy, and the lock is too old, can't open all the time."
1240,CONVENIENCE
1241,"Everything is in the right place, We like it all!"
1242,Everything was perfect
1243,Room was dusty
1244,No tea in the room.
1245,Didn't have a buffet.
1246,Problems with pool water quality resulting in pool being closed
1247,"the hotel was really so cold, about air condition system!!!"
1248,The front desk staff could be more friendly and welcoming.
1249,Long check in
1250,Service is bad
1251,Nothing
1252,Payout at Casino poor.
1253,no coffee machine in room
1254,None
1255,pool closed too early
1256,TAO Asian Bistro was overpriced for the quality of food.
1257,No buffet breakfast was a let down
1258,Nothing!
1259,N/A
1260,no free coffee or anything In room. everything you have to pay for
1261,Poor wi-fi.
1262,Stop the smoking in the casino.
1263,The room was 2 lift and 3 walkways from lobby.
1264,On check-in we would liked to have been provided with a map.
1265,more shade at pool
1266,They charge for the fitness center and wifi no matter if you use it or not. :(
1267,No personal mini fridge.
1268,Line of check in for 35 minutes..
1269,no coffee pot in the room
1270,"Pool too busy, service pool area, long walk to reach restaurants"
1271,cost
1272,I had difficulties leaving the property at time because it was so large.
1273,Room was facing golf course. Not a good view. Should of gone to b moved.
1274,there are some guests talking loud and screaming and the door doesn't keep that away effectively.
1275,My breakfast was a little over cooked.
1276,They charged me the resort fee upon leaving. Which in the booking.com overall price it stated it was included.
1277,$$$$$$
1278,Confusion between what Booking.com said and their receptionist.
1279,jacuzzi water too hot
1280,"Fair pool, and no refrigarator for the customers (not mini bar) on the suites"
1281,"Staff are not helpfull or friendly . 
Distance from car park and the checkin7 checkout."
1282,no in room tea/coffee making facilities
1283,A coffee maker in the rooms would be good!
1284,"Noise, to be awakened by the roommate at 9 o'clock because we forgot to put on the door the sign of do not  disturb"
1285,The food
1286,Crowded swimming pools
1287,Restaurants within the Venetian were pricey.
1288,Prices of everything
1289,it was nice. only little things was there was little hair in the bath tub...
1290,leaving too soon.
1291,"The smells at the room. Disgusting, like you were cooking in the room."
1292,There was no coffee maker. The room was chilly even though air condition was off.
1293,Room was not cleaned
1294,Price
1295,Would have liked tea or coffee in the room or complimentary for guests in the lobby
1296,We told staff it was our honeymoon and nothing extra was done to make our stay special
1297,Lost my car keys and they have not turned up.
1298,"Confusing layout, and felt like a giant shopping centre.  Lacked intimate bars."
1299,Staff mislaid our bags for almost two hours on arrival.
1300,Concierge not as friendly as other staff and hidden costs when they booked tickets for us
1301,Check in could be improved but accept that this is a very large hotel.
1302,nothing
1303,No coffee and free water in the hotel
1304,Liked everything
1305,No fridge in the room.
1306,"The pool bar and juice bar were pretty expensive, but it is Vegas after all!"
1307,"- For a hotel with only suites, they aught to have coffee makers in the room"
1308,Would have liked a booklet on the hotel as found it difficult to find facilities ie. Adult pool
1309,No coffee making facilities in the room
1310,No coffe in the room
1311,Missing Tea and Coffee Maker in the room
1312,Didn't get a map of the property at check in
1313,Not enough hours in the day to fit it all in
1314,Room smelled like marijuana no towels staff rude and I want my money back
1315,Nothing
1316,A lot of noisy people in hotel.
1317,It took us so long time to walk from room to parking building.
1318,Had to pay a charge for electric kettle.
1319,N/A
1320,Nothing.
1321,The room service for Breakfast was  a rip off. US$55 for a pot of tea and a eggs benedict. Really!
1322,need a keurig coffee machine
1323,Nothing
1324,reception and staff.
1325,Leaving
1326,Nothing
1327,cost of wine in italian restaurant was outrageously expensive and not very good quality
1328,Some basic amenities like slippers and dental kit were missing.
1329,The fridge didn't have any room to put your food or water.
1330,Hard bed
1331,Need an outstanding buffet restaurant like Wynn/Encore Hotel..
1332,No umbrellas whatsoever by the pool.
1333,On TV checkout was broken.
1334,Staff continued to knock your door from 10 to 11am.
1335,It is too expensive for some or lots of people.
1336,"No coffee in room.
Having to go through smokey areas."
1337,Nothing
1338,Some services were a little overpriced but this is not uncommon for every hotel in Las Vegas
1339,"Not enough umbrellas for shade by the pool, so roasting hot...loud 'bumpy' music constantly so not relaxing."
1340,price was pretty expensive
1341,Nothing
1342,Internet was woeful. Actually it didn't work but we managed to get that fee waived which shouldn't be a fee anyway.
1343,Too much smoking and over priced restaurants
1344,The service is poor. The staffs are not nice at all. Everything needs money.
1345,The place to crowded
1346,extra costs for normal features like internet
1347,Its too much of a walk to the room.
1348,No jug in room.
1349,hotel is too huge and can get lost easily.
1350,Would have like a coffee maker in the room.
1351,"Didn't like the Italian restaurant, over priced and food was not great"
1352,Room Back view.
1353,Corners of the bathroom accumulated dirt... Just needed a thorough scrubbing.
1354,"The price. 
The room is expensive. The food is expensive. A bud light in bottle at the pool costs 7$."
1355,Nothing.
1356,Great place lots of action
1357,Wifi poor in room
1358,Prices could be better
1359,Smell of bed sheets
1360,Couldn't fault it
1361,Check charges on checkout.
1362,"The view from the windows was ok, but would have been better on the other side overlooking the Strip."
1363,Nothing
1364,Nothing
1365,All good
1366,All good
1367,More choice of food outlets for breakfast
1368,Our room was very comfortable.
1369,Wish there was a kettle in the rooms
1370,There were no available rooms in the reserved category.
1371,Wi-Fi Does't work
1372,No free stuff in the suite. You pay for everything.
1373,Cigarettes being allowed on the casino floor
1374,pricey compared to others
1375,"No coffee machine or coffee supply in room.
No restaurant for breakfast at least"
1376,A little noisy
1377,The water at the pool was dirty
1378,It's pricy but you do get what you pay for
1379,Tao should be free for hotel guests after 2 pm
1380,In room coffee option would be nice.
1381,pools
1382,"The price was a bit high, at the weekend. If you can choose, don't stay at the weekend."
1383,No negative feedback
1384,Net not working. Services very slow
1385,"We paied for a larger room, but room should be the same we have booked"
1386,"Amenities like toothbrush toothpaste was lacking
No complimentary water"
1387,The hotel is too big... so the service and cleanliness should be taken care of....
1388,Leaving!
1389,Wifi does not work well and quite disappointing for a 5 star resort.
1390,Too big. Easy to get lost.
1391,nothing to add here
1392,Nothing that i can recall
1393,Bathroom smelled
1394,Got lost trying to get to room other than that it was great
1395,No coffeemakers in room
1396,nothing
1397,"No kettle in room, no umbrellas poolside and there should be no smoking in the casinos."
1398,Climatisation
1399,"Signs to guest elevators , needs some shade around the pools"
1400,"House Keeping is too early in the morning, and kind of disturbing the sleep."
1401,Nothing
1402,none
1403,Not easy to find the way to the parking area.
1404,Had to ask several times for sufficient towels
1405,Everything was fabulous
1406,Breakfast would have been nice to be included in the price of the room.
1407,One restaurant bill was added to invoice I never went to.
1408,all good
1409,Pool was crowded but fun.
1410,Microwave would have been very nice for warming up leftovers...
1411,No coffee pot no fridge and the bath tub was small
1412,N/a
1413,Resort fee that is additional to the room which covers things like wifi.
1414,Nothing particular
1415,"No tea coffee makers in the room, and to pay extra for the kettle"
1416,Rather pricey. Food portions way too big.
1417,The high price of food
1418,Luxury safety won in the casino the pool area is beautiful the bed   was super comfortable.
1419,"no refrigerator in the room for personal items, just one which was full with mini bar items."
1420,There is nothing not to like
1421,The room is not as fancy as they show here. Service is horrible. No one answer my phone!!
1422,No refrigerator in the room
1423,Nothing
1424,Switches were not near the bed. No space in the fridge for your own stuff. Few amenities
1425,Nothing
1426,No facility for making coffee/tea in room
1427,Staff in Resturants unhelpful
1428,Nothing
1429,Need to pay resort fee although you are not using anything
1430,Bodylotion were missing. 230 Volt Adapter missing.
1431,Casino
1432,"No coffee maker in room.  😥
Smart plan not worth it!  Wifi in room was poor and slow."
1433,The room we were allocated however had no view.
1434,"During check-in ..  Clerk pushed
upgrading to a room with a strip view.."
1435,"Billing was to be changed to the credit card provided upon arrival, but it was not."
1436,A terrible smell was coming out of our bathroom sink from the sewer.
1437,A little pricey on food and drinks
1438,Location of lobby to rooms.
1439,Breakfast choices in hotel all a bit pricy.
1440,None
1441,Nothing
1442,Wish we'd stayed longer to enjoy everything.
1443,Nothing at all
1444,Very busy check-in
1445,No reply from management when I sent email asking to record my frequent guest number
1446,blackjack only pays 6:5 now
1447,"Management was rude, did not have the room I asked for"
1448,Nothing
1449,"Too loud, too bright and noisy and no good loungy type bars."
1450,One thing I don't undersatnd - why can't they press a suit properly?! They crushed ALL the buttons in my suit
1451,The house keeping is very bad. Three is no concern
1452,Nothing
1453,need more signs  too easy to get lost in retail area
1454,Shuttle should accommodate all guest
1455,Long walk to rooms.
1456,Just the smell of smoke from the casino.
1457,It took a long time to go anywhere in the hotel.
1458,room service was extremely slow
1459,No coffee in the rooms
1460,Fewer intixicated smoking people texting
1461,Pool was very scummy. Very difficult to navigate inside the hotel. Staff were quite unhelpful when I lost my sunglasses.
1462,The rooms were not cleaned well.
1463,"Very old. For example, Wi-fi which charged me 40 dollars per day was very slow and poor. I couldn't connect to the internet and when I called the IT dept. for help , they told me it was normal. The service was also very poor."
1464,"The restaurants - Tao, Grand Luxe Cafe, Bouchon all served mediocre food which did not live up to the price tag & ambience
The concierge was dreadful.
The Tao Pool party and Tao club were low grade compared to the Wynn"
1465,The only noise we heard was the opening & closing of the doors in the morning. I am not sure if this was staff ( and thus could be changed) or guests ( and as such not able to be changed).
1466,"WE WERE TOLD THAT WE HAD A VEIW OF THE STRIP, SO WE PAID 38.50 A NIGHT FOR THE VEIW. THE ROOM DIDNT HAVE A VEIW SO THEY SWITCH US ONE TIME AND THE SECOND ROOM DIDNT EITHER."
1467,although we chose the upgrade on booking we were offered another on arrival and our room did not have a view of anything other than buidling
1468,Lack of tea and coffee tray in the room.  It was a trek and a half to find where you cold get your daily tea/coffee included in the mandatory $30 a day resort fee.  Why not be more upfront with actual cost of the suite instead of having a n obligatory add on?
1469,"The staff tried to sell an upgrade for rooms making it sound like the booked rooms weren't very good to try and persuade you to spend extra on an upgrade. 
The main pool closed at 6pm even though it was still daylight and really hot. Weren't even allowed to sit on the sun loungers as 'no lifeguard'. The pool on the 10th floor was dirty and smelly and in total shade. 
It's a ridiculously long way from the car park to the reception to check in. Not easy with luggage. 
No tea/ coffee making facilities in the room. Not even a complimentary bottle of water. (The mini bar prices were extortionate!)"
1470,Hallways smelt like an old ashtray on the way to my non-smoking room. You are constantly bothered by vacation property venders and makeup venders while walking thru the hotel shops. That doesn't happen in Caesars. When you say something about the venders the staff at desk simply smiles and says they will pass it along. And remember to read everything when you sign in. There is a resort fee at checkout
1471,I always lose lot of money in blackjack
1472,"We booked a non-smoking room with a view more than two weeks in advance. When we arrived there about 10pm, the recptionist asked us if we wanted a bigger room. We told no, we would like to have the one we booked. Then he changed to a confidential voice and told us that anyways he upgrades us because we stay for two nights and they appreciate this. We were like, well, ok. Then he even questioned us why we are not enthusiastic about his offer. After when he was talking about how great the room is, he mentioned that we can even smoke in it. We said that we want the original room then, because we hate the smell of cigarette, this is why we booked a non-smoking room. This was the point when he revealed why he ""upgraded"" us, to a bigger, but  darker, smelly, smoking room with a view to the parking lot. The room we booked through booking.com two weeks earlier was not available! The next day when we complained they changed to the original suit, which was really nice. Its a shame that we had to have a bad experience for half of our stay for this rate. Moreover they tried to trick us first to buy the upgrade. Moreover the Casino is unbearably smelly because of the smell of cigarette, but you have to go through to get to the rooms and restaurants from the reception. Unfortunatelly in all Hotel casinos we have been to in Nevada  are smoking areas. Therefore we could loose only $10, because we couldn't stay more in the cigarette smoke. :) A separated, closed area would be needed for smokers."
1473,After I get back to my room at night nearly 9 pm I found the room not clean. I called them three times during two hours to send someone to clean my room and every time they say in their way then wait a while at the end she answered my call saying they closed your request then directly my response was do not send anyone I want to sleep.
1474,The hotel was like a giant maze! The layout is horrible.  I had to take 3 elevators just to get to my room from valet. There is no direct path to the floors. It took 2 days to learn our way back and forth to the car.  It made us not want to leave the room. :-( .
1475,Door seemed thin and could hear everything from the corridoor.
1476,The eateries around the casino were not in keeping with the quality of the hotel - a bit 'fast food' which was a shame.
1477,Extremely loud people in the hallway. Not the hotels fault.
1478,Internet in the hotel room did not work. Spent an hour on the phone with a rep from the hotel with no resolve and spent 4 days without the promised included wifi access. Toilet broke on the second day there and took an entire day for someone to come and fix it.
1479,"the valet took the car from the front and parked it. in the process he put a big 8"" scrape of yellow paint above the rear driver side wheel. it was a rental car.... i'll never let the valet at any place take my car again. the last two valet parking jobs in two hotel stays (in different states) have resulted in real problems."
1480,"The noise from Tao beach pool with the base and volume far too loud.  If you were sunbathing by the pool next door, it was overpowering."
1481,The resort fee was a bit surprising to us and only knew of this when we arrived at the location.  Finding our room was a challenge but then this is a large facility.
1482,"Restaurants were expensive; we didn't like being hounded by touts in the grand canal area and hotel lobby, trying to get us to visit a time-share or selling trips etc; the smell of smoke was evident both in the casino and in the corridors of the guest bedrooms, which was a little off-putting."
1483,Nothing at all!
1484,"My wife and I were spending out 10 year anniversary at the Venetian. Upon checking in they did the usual update to try and get us to upgrade. The woman at the counter spoke very quickly and it was very loud with the number of people around. She said ""would you like to upgrade your room to a strip view for 45?"" I asked my wife and she really didn't want to, I asked the woman ""just 45?"" she said ""yes"". I figured well for 45 bucks why not we are on our anniversary.   They give me the form and asked ""sign there"". 
We get up to our room and what did we get for our ""strip view?"" We see the swimming pool, treasure island and the back side of the Palazzo. If you got near the glass and looked to the side you could see the strip. Again my wife was wanting to get our original room. I was still like hey we only paid 45 dollars. 
It was not till we left to see they charged us 50 dollars a night. After speaking with Thomas the manager what is their response? ""Well you signed the registration card"". It appears their staff who is checking you in are trained to not give you all the information because we double checked with ours and then get you to sign quickly because once you do your screwed. We have stayed at more than one hotel in Vegas and this is the first time we have been screwed over like this. 
Maybe this is a live and learn experience but no other hotel has done this they have all been upfront or didn't attempt to up sell. If you do decide to stay here make them explain everything in detail. I would recommend the MGM Grand over the Venetian. Maybe not as fancy looking inside but much better value for your money, just as comfortable beds and have never tried to use tricky up sale tricks."
1485,"Service very poor. No housekeeping one night, no replacement toiletries or towels another night. No attention to guest services which is what i expect for the money. Would not recommend it. Very disappointing"
1486,"Check your bill at the check out!! I have unjustified charges on my statements and no one can justify why or what I have been charged for. 4 weeks after check out this matter is still on going.
Very disappointed to end such a nice experience on a bad note."
1487,The view from the room was a brick wall. And there was a mix up when we checked in whereby the total amount was taken off my debit card which I thought they wanted for ID. I was then told the money wouldn't go back into my account for 7 working days but at this point I had already paid (again) on credit card. Staff were not apologetic at all and I felt like it wasn't explained. It was a lot of money taken at the start of a 6 day trip!
1488,"View was of back/employee entrance (guessing this is why the curtain didn't even open). Big tub, but no jets!"
1489,The Tao pool party music was way too heavy with the same set both days we visited.
1490,"The view was the parking garage wall and other facilities ugliness. That was disappointing. 
It would be so nice to be able to have a cup of coffee in the room (without ordering room service). Great options to get coffee and tea downstairs but you have to be dressed and rolling. ."
1491,"We had a very bad experience there. When we checked in, they didn't clean the room completely. Also the window is broken, it couldn't block the wind. We waste a lot of time for communicating with hotel."
