,pos_review
498,"Suite was wonderful, luxurious. All staff was incredibly friendly ."
499,"Spacious room, hotel interior and big bathroom"
500,"I liked the suite. It's spacious well arranged. Well thought through.I liked the bathroom. It is also spacious. The bathtub fills out fairly quickly.Bedsheets were clean.The shopping center attached to the resort is marvelous, you really don't need to step out of the resort because you got varieties of shops and dining."
501,"Everything is here in the hotel, so much here to see and do. Fantastic room very very comfortable bed"
502,Everything good.
503,"Everything. Staff fantastic, nothing a problem. One of the cleanest hotel I have stayed in as always seeing staff clean and dust the hotel. Great atmosphere."
504,"Liked everything!! On check in the girl Katherine who checked us in ensured we were incredibly well looked after. The suite was absolutely amazing. Much appreciated. Food in any of the restaurants was lovely. Booked a helicopter tour through hotel services, again great deal and an excellent trip."
505,A huge hotel with lots of facilities. The restaurants and shops were good . Great location to explore the Strip
506,The staff was super friendly and helpful.Big hotel with everything in it.
507,Guest room area was impeccably clean. Central location.
508,- spacious room- luxury hotel- free parking- canal shoppes is an attraction- enough restaurants in the hotel with good quality and reasonable price
509,The sunken living room provided the extra space for a family. The location was close enough to the strip but far enough to avoid the noise at night.
510,"The suite was amazing, the bed was so comfortable, and the bath and shower room was large and excellent, The pools the hotel had were great, and the choice of places to eat and spa treatments were excellent."
511,"Lovely comfortable and clean suite with comfortable beds.friendly,efficient staff.Location is excellent and pool areas are first class."
512,"Beautiful hotel , fantastic location, felt save staying here ,it's worth paying that extra bit , believe me you won't regret it"
513,"It was a beautiful hotel and room, very spacious with lots of amenities which made the price of staying there for a few days much more worth it! Security in the upper levels to try and keep out riff-raff and the gym was enormous with every machine you can think of and then some!"
514,"Everything, everything there was just perfect. The room is incredible, with a great view to the pool.  The amenities were on point,  food was great, really felt welcomed."
515,The bed extra comfy and housekeeping ladies were lots of help and very nice.
516,"Stunning beautiful hotel, many shops and restaurants. Current exchange rate means things are pricey, but you get what you pay for, superb hotel!!!!!"
517,Very nice hotel and pools.  Everything else is extra like fridge in room or coffee in room.  Security made you feel secure
518,"Great location, huge comfortable rooms, amazing gym, tonnes of food options downstairs and very polite staff."
519,The Venetian is the # 1 destination In Vegas !! Great staff beautiful surroundings we had a fabulous stay !'
520,"Check in was so easy and when I checked out, I was able to store my bags and use the hotel facilities all day until I needed to leave. Everyone was very friendly and helpful. The suite I stayed in was amazing and great value."
521,Bed was comfortable down pillowsRoom was clean and spaciousWide screen Tvs in living roomAnd bedroom
522,Room was spacious.  Good location
523,The rooms are really large and comfortable
524,"Room service was great, standard rooms are huge, bathroom was equally as big."
525,Size of the room was larger than expected which accommodated our family of 4 very well. Everything was pretty much walking distance so the location is excellent. Dining at the hotel was extraordinary - every option available.
526,"GREAT CENTRAL  LOCATION CLOSE TO  SHOPPING CENTERS AND CITY ATTRACTIONS,BIG AND COMFORTABLE ROOM ,AMAZING VIEW FROM THE 24 th FLOOR ."
527,We were upgraded to a suite with a view which was stunning. The entry foyer is amazing and the shopping area looks like an Italian village complete with gondola rides.
528,"Everything 
Will definitely come back to the Venetian"
529,"Our suite had an amazing view of the strip and the mountains.  The bed was extremely comfortable and we had a luxurious marble bathroom.  There were many restaurants, we tried Grand Lux Cafe and Tao, both were excellent.   We booked Tao for dinner on a Saturday night, fabulous food, impeccable service, DJ playing great music, buzzing atmosphere."
530,Beds were amazing as was the room! Amazing value for money! Hotel had so much to offer all under one roof! Location was perfect!
531,Good location
532,"We loved the whole experience we are from Australia and it this Hotel was luxury. We loved the Gondola ride the indoor Piazza music shops and restaurants, the room was very nice and big it was clean the bed comfortable the view amazing the pool areas were great. This Hotel was amazing we highly recommend this to people."
533,"Rooms were fabulous, large, well equipped. Housekeeping thorough."
534,Very nice hotel. A lot of shops!
535,Great locationStaff very responsiveBig roomsGood value
536,"Most staff excellent, a couple were downright rude. Pools beautiful but really difficult to get a sun lounger with a little shade. Room security appeared excellent but found drunk party goer sleeping on sofa by lifts one morning - probably OK, but in this day and age,  who knows?"
537,This is an amazing hotel and the room was fantastic. The facilities were great and the pools were great.
538,"While staying for the four nights, the stay was marvelous. From checking in to checking out, the complete stay was very smooth and fun. If I needed any help, the employees did not hesitate to help me with any questions that I had. There was no noise outside of the suite, which was great!"
539,The room is spacious & the bed is comfy
540,"I can say ,It's more less you can call the new hotel and it has nice shopping area and clean suite's, it's ok not bad..."
541,"Upgraded to a nicer suite, location was great, many dining and entertainment options, shopping"
542,It's the most luxurious Room I've ever stayed in. It has remote control blinds and drapes! The beds were super comfortable
543,"Room was excellent, staff friendly. Great location if you want to be on the strip."
544,We loved the size of the suite they were fantastic and we only had a standard one.
545,"It is an elegant Hotel. Also, it is pleasant, and you can have a good night's sleep because it is triggered for a 25 and up crowd so it is not a wild party type of place. You will party, but it is very distinguished...Their staff is friendly and professional. They have great reataurants, wherher you crave just casual or perhaps fine dining, plus great shopping  and a great ambience. The pool area is amazing! Simply spectacular throughout!"
546,Perfection. Massive rooms of top quality decor and fittings. Immaculate throughout. Ample free undercover parking.
547,Good location very clean and comfortable
548,This is an excellent property in the heart of the strip absolutely beautiful would highly recommend it even with children we upgraded to Royal suite on arrival got a good deal 2 bedroom lounge 3 bathroom even a grand piano !!! Bar! Steam room and gym it was stunning service was great !!
549,"THE BEDS. The Venetian contains the most comfortable beds of all time. Also, this is my favourite Vegas hotel. I love that its a hotel full of suites, means you always have a lot of space, which is hard to come by in a hotel. Yet again another wonderful stay at this hotel. Even made it to the swimming pools this time, and they are also a lovely environment."
550,Loved the huge suite.  Furniture was just beautiful. Bed and Lien were comfortable.  We ate all of our meals at the hotel.  Food was of great quality and value for Vegas. A true 5 star hotel.
551,"The room was amazing, and the bed was just about the most comfortable I've ever slept in. Loved all the shopping and restaurant options in and around the hotel/casino, and the indoor canal was a ton of fun!"
552,"Kudos to the following staff members:Gilbert (valet to get me over to oversized lot -- you were awesome! Give this guy a raise.), Ron (valet), Carlos (he found my eyeglasses I had dropped after getting bellman to load luggage boat. He returned them to me while I was on-line to check-in. I had realized my loss while on line and went to inform those at the bellman area. I went back on line and Bam! Carlos showed up with the glasses. Thanks!The bellman Andres was very helpful. Joseph at the front desk was very patient, informative and accommodating. A great employee. The facilities are so very clean, the bed was awesome and the view was great!The Lux cafe was a great offer of food later at night, many tasty choices. Delmonicos is first rate. The many shops enable you to not even need to exit the facility. The concierge was great at making my dinner and entertainment arrangements. And, of course, a TV in the bathroom makes taking care of your personal necessities a better endeavor."
553,"Not much- wouldn't stay there again. Okay to be fair, the lobby decor is very nice: but it smells of smoke so unless you like smoke- you can't enjoy it."
554,Loved the fact that the property was just north of the evening undesirables and the room was excellent even though we requested a view of the strip but had a great view of the pool area! Not impressed!
555,"Cleanliness, using resort credit and spacious rooms."
556,"- Gorgeous, spacy room- Our room was on the 33th floor and the view over Las Vegas was wonderful- Luxurious hotel all in all- Good location"
557,Wonderful amenities.
558,Staff at the hotel are awesome!! Top class customer service. Excellent job
559,Excellent location. Great suite for a family of 4 at a reasonable price. The staff is welcoming. The food is excellent. Beautiful swimming pool. We had a very nice stay. Thank you.
560,Bed was comfy. Plenty of options for food. Check out was a synch. Room size as great.
561,The room and bathroom are beautiful and the bed was so comfortable.  The hotel is beautiful.  The staff are very attentive and pleasing to customers. The pool deck is top notch. Love this place very much!
562,The room / suite was very spacious as was the bathroom! Everything was clean. Pool area very nice (though crowded!).
563,Every little detail was taken into consideration when building this beautiful hotel and casino. The canal shops are amazing and you must enjoy the gondola ride.
564,"The room was excellent, checkin was swift and very friendly."
565,Property is on the strip which makes easier to walk around and enjoy other locations on the strip
566,"The opulenceThe viewThe sheer amount of choice on site for food, gambling, entertainment.Human Nature Jukebox showExcellent concierge desk"
567,"All the staff was very helpful and kind.Rooms were large, bright and clean.Something really positive was free wifi throughout even though the website stated that it was surcharge."
568,"Good location, nice rooms, very good beds."
569,Luxury and clean rooms. The mall bellow has lot to offer for shopping food. On the strip so almost everything was close by
570,Great location and nice indoor facilities
571,The room was very large. We were able to host a small wedding reception prior to going out on the strip!
572,The location is great and the shopping center    Is wonderful
573,Everything Excellent only they need to provide COFFEE MAKER MACHINE in rooms as its not possible to order bed Tea or coffee  early  morning.
574,It's nice and romantic for a couple but I found it rather boring.
575,Beds were comfortable and the staff was friendly! The rooms were awesome as well.
576,"Food is delicious, the surroundings are opulent & gorgeous, staff is friendly & helpful. Pools, pools, pools!"
577,Great location. Great suites. Beds are amazing. wifi is ok. Great service.  Pools are amazing. Fast lifts. Makeup area. Mirrors! Barkerys are excellent.
578,We have not been yet due to my partner done his archilles tendon 😢But the hotel has been great an held our reservations over until he is fit to travel thank you very much and we look forward to comin soon
579,"Beautiful hotel and casino. Very good location on the strip. Great options for shopping, dining and gambling. Will probably stay again."
580,"The staff was friendly and helpful. Check in and out was quick and easy!Room was very spacious, clean, neat and very comfortable!! Location of the hotel was great for checking out the strip for first timers!"
581,The suite we had was fantastic. All the restaurants and fast food places were excellent.  The staff were very helpful. I would definately recommend this hotel. The shops were very good.
582,"We loved the room, the bed, the sunken lounge, the bathroom. It was quiet & clean. The whole experience of staying really exceeded our expectations."
583,Great hotel and service! Room is one of the biggest I've seen on a Standard Room. Great for a nice weekend stay. At the grand canal shoppes you can find all kind of restaurants of any budget.
584,Great features and beautiful decorations! I wish I had a better view but it was still decent since we were on the higher floor.
585,Rooms (suites) are fantastic
586,"Everything was clean, the room was spacious. Could have stayed in the hotel for a week and not seen it all."
587,"Beautiful suites, rooms are big, good location."
588,The location and the typical vegas action...
589,"The room was spacious and well appointed. The bathroom was huge, with separate bath and shower. The staff were excellent, from the room service crew to the valet. There are some very good bars and restaurants within the casino/hotel."
590,Big room and nearby CASINO. Give $15 credits.
591,location and design of the hotel is amazing
592,Excellent staff and service - great restaurants
593,"Our room was amazing and very luxurious. The facilities were fantastic and had everything we needed and lots of choice for restaurants and bars. The pool areas were all very different so catered to everyone - some very quiet, some for families with shallow pools and a beach club to party plus they actually had sunbeds free!!"
594,It's like a complete city in itself.the most charming part is the piazza..It feels time has stopped there..beautiful and magical..
595,"Beautiful hotel, beautiful room, excellent facilities and the wonderful Venetian Canal Shoppes area."
596,The suite-style rooms were huge.  It was great having a living room space to relax in.  The bathroom was also huge and well appointed.  The Yardbird restaurant was excellent.  It was one of many highly rated restaurants on the property.
597,"Great pool, great food options and quality"
598,The pool area was great and there is a lot of good restaurants to choose from.
599,The facilities were excellentThe bed was comfiest we've been inStaff were helpful and the rooms were kept cleanUpgraded as there for a celebration to a room with a view
600,"The Venetian is located right in the heart of the strip, close to everything and the bed was super comfy!"
601,Clean and great location on the strip
602,I really enjoyed my stay at the Venetian hotel it was extraordinary stay and will recommend it to all my contacts the rooms and suits are designed in classy way one of the best hotels I stayed in.
603,"The bed was very comfortable ,room size was good bathroom was spacious good location and view was very nice"
604,Room very comfy but a little fridge and coffee making facilities would make it perfect!!!
605,Couldn't fault the hotel. Attention to detail was impressive
606,I
607,"Room was very clean and comfortable. Location was perfect for everything you could want to do in Vegas. We also had plenty to do within the air conditioned hotel when the outside temp got a bit too high! I really recommend this hotel for families, friends or any group wanting a classy, comfortable place to stay that isn't your usual smoke infused trashy-feeling Vegas hotel!"
608,"The room (all rooms are suites)  is just wonderful, one of the biggest rooms I stayed in a hotel.The hotel has great restaurants, some of the best chefs in the world."
609,Everything here is amazing. The lady who checked us in was especially considerate. She offered us late check out by 2 hours cause she noticed we were checking in late by 4 hours.
610,"good location and cool to have Venice just below you as well as Tao, Vegas' hottest nightclub"
611,"I was beautiful staff was very nice, fast efficient.  Room was comfortable I was very happy with our stay."
612,"Lovely spacious and comfortable room, quite luxurious. Big comfy bed."
613,"Very nice pool. Close to all amenities. Rooms live up to photos on booking.com. Great in house entertainment. Central to everything, great location."
614,"Everything was perfect, from the moment we checked in, the staff were extremely friendly and helpful, the hotel is pure luxury and elegance.  Very comfy queen size beds, good size room, fantastic view of the High Roller.  The casino area was well-lit compared to other hotels. The pool areas could get quite busy but the pool boys always did there best to locate spare sun loungers in the sun for us and the girls were always on hand to bring the cocktails. The location of the Venetian was perfect. Very highly recommended, 5 stars and more, thoroughly enjoyed our stay."
615,+ very nice and spacious room+ awesome building and outside facilities+ central location
616,Beautiful suite with pool view. Great pool area with good staff
617,"Bed comfort, bathroom.  Open to placing my room close to my friends even though I checked in later.  Shops.  The fact that there's a bridge over to the pool and spa area that bypasses the casino"
618,"The room was amazing. Hotel was clean staff was friendly...and we had a great deal. The pool was great however during our stay the ""family"" pool was closed.Overall great."
619,"Large, comfortable room. Hotel entrance very grand and beautifully decorated yet welcoming. Pool-side area large with good facilities."
620,"The bed was very comfy and warm. The food at the Bouchon was great. My little niece loved the gondola ride. Given the facility, the price was reasonable. The room was spacious and clean."
621,"The hotel is beautiful, there is no doubt about it. It is huge and everything is worth looking at."
622,"The room size , poll and pool staff ,hotel facilities , restaurants ."
623,Very noisy at times..and the room very far to walk to.
624,The room and the beds were amazing! Big and comfortable with dining table and living room. The bathroom was also superb. The location was nice.
625,Room ambience and air conditions
626,"Location, casino, the room was great we upgraded at the front desk to a luxurious suite at the Palazzo. It was great to be able to use the Venetian amneties."
627,"One of the best Theme Places to stay at LV. Am telling that, because over the years Ive been at 10 LV Hotels Ask for a 40+ Floor at the Palazzo for best view over LV."
628,"Excellent decor - truly 'Grand Venetian' theme. Comfy beds. Excellent facitilites. Multiple pool decks. The staff were friendly, helpful and attentive. Good location on the Vegas strip. Very clean."
629,Staff excellent
630,Location excellent
631,"Beautiful suite, comfy bed, clean sheet, fast wifi, equipped facility, good location!"
632,Excellent room with lots of space. One of the best hotel room I have experienced.
633,The spacious room and location
634,Our room was gorgeous!  We were treated like royalty when we checked in!  The staff in the whole facility was more than helpful and courteous!
635,We liked the room but the location of the room was terrible.
636,I was pleased with the size of the suite and staff that assisted us during this trip.
637,"From the valet check-in, to having luggage taken to our room, the suite was way beyond what we are used to, the staff were very friendly and knowledgeable and helpful. the décor of the hotel was breathtaking, the shops, the restaurants, the gondolas, the best money we have spent."
638,"Good sized room, very helpful staff"
639,"Room was great, in particular the bathroom was stunning"
640,"Everything, great hotel, great facilities."
641,"Hmmmm. Good question. I liked the concierge we had when we left, he
was awesome."
642,Almost everything is great in this hotel. But the staff could be more personal to their hotel guests.
643,"-Beautifully decorated interiors, large shopping area with many restaurants.-Spacious room with a great view of the strip."
644,"The room was immaculate as well as the staff's ""service first"" attitude."
645,the staff is very friendly
646,The  suite at the Venetian was lovely and expected  it to be as seen online. The bed was comfortable and the whole experience was fantastic . Nice and clean.
647,Beautiful and spacious rooms. one of the best i've seen in USA... would definitely come back to stay here.
648,The bed was super comfy. Enjoyed the little sitting room in the suite.
649,Lobby is cool. Staff is nice. Price is affordable. Room is big.
650,We were upgraded to a bigger suite for free and it was fabulous - we enjoyed it a lot.Valet parking is free - use it!
651,Very helpful staff. Everything about the hotel/resort looks/is classy. Excellent quality touches throughout. Grimaldi's pizza a must for pizza lovers.
652,"It was the first time staying in the venetian. The room was amazing very spacious,clean, and a perfect view."
653,Very nice rooms and casino.
654,"Beautiful decor, amazing bathroom and facilities. Good bath and surroundings and amenities. Breakfast to the room was massive and delicious."
655,the casino is big。room is big。thats all。the hotel looks really Modern and grand
656,"Fabulous hotel, excellent for first trip to Las Vegas. Nice casino compared to some of the other dated ones (e.g. Ceaser's Palace) and so many shops and restaurants it is a real spectacle. The room was fabulous, large, as was the bathroom that had a separate bath, shower and WC, dressing table and good lighting. Vegas is like Disneyland for adults - fun, tacky but an absolutely amazing place for a few days - we stayed for 3 days... would go back,"
657,"Location and facilities are nice so is the staff, very friendly and helpful. Good variety of restaurants and shops"
658,Comfortable beds! Great view from room - particularly at night.
659,Our room was awesome. Lots or restaurants and shops... Chill environment..I mean you can do pretty much anything you want....Had a lots of fun.
660,Awesome rooms! great facilities.
661,The bed was like a cloud and so comfy. The room was comfortable and spacious. It was clean and located at the nicer end of the strip and there were good transport links.
662,"The room was beautiful and very clean. Upon checking in we were greeted with a huge smile and excellent customer service. Our checkout was the same,"
663,"This hotel was absolutely gorgeous. The lobby was gorgeous, the restaurants we tried were amazing, the bed was so soft, the area with the canal shops was great I felt like I was actually in Italy. This hotel is just simply amazing and I intend to go back."
664,"For such a large Resort, the Staff were so helpful"
665,"Hotel was amazing and big, limousine service for 50US$, you can gamble all night and if you do you can get the cheap casino alcoholic drinks all night, the suite was clean."
666,"The (standard) room was brilliant, so spacious and it was as luxurious as it looked on the web site which was a nice surprise (usually they are not!). One of the best rooms we have ever experienced, especially for the money, excellent!!"
667,Locate on the Strip is great.  We also had a great meal at Tao Asia which was very good.
668,The restaurants are the only reason we picked this hotel.
669,"Everything was perfect, the room, the dining options, the pools and the feeling during all the stay. I will ve coming back!"
670,"Great restaurants, friendly staff, great shopping and in general a great experience."
671,Location.
672,Great choice of restaurants in the hotel. Luxurious large suite.
673,"My buddy and I spent a couple of days at the main pool bar and were treated very well by the bartenders there (Ivan, Kawika?, Jonathan).  Good easy vibe and they changed the t.v. channels for us."
674,"The size of the room was very spacious including 2 TVs, a lounge area and huge bathroom as big as some hotel rooms we have stayed at. Beds were super comfortable. Walls where installed so you couldn't hear your neighbors (always a bonus). Location excellent and within walking distance of the other casinos. Has its own shopping mall and food court within the casino complex so you don't even have to leave the premises. Numerous swimming pools so there's room and space for everyone to escape the hustle and bustle of the strip."
675,The suite was beautiful and we enjoyed the view of the strip. The hotel is located in the vibrant hub of the strip and close to major attractions. My husband and I loved the many shops and restaurants within the hotel. We had a magnificent and memorable time.
676,We ordered in suite dinning on two occasions and it was stupendous
677,"Facility was great. Room was great. Used the Valet, Hotel staff, Casino and everyone took excellent care of us. Liked the companion Casino Palazzo"
678,"Room was great, a really good size with the extra living room area. Massive comfy bed and really good shower, bath was a bonus. The hotel's interior decoration is amazing. Great pools and hot tubs too."
679,"We chose this hotel for the Gondola which met all expectations, especially the indoor one on the second floor.The view from our spacious room over the Mirage and Treasure Island was also exceptional.Concierge were exceptional."
680,We had a suite and it was lovely ! Nice big bed and the bathroom was huge . Walking round the hotel it a great experience looking at all the paintings and feeling like you are in Venice
681,"The overall ambiance, cleanliness, facilities, gondola ride, everything was really enjoyable. The staff was very cooperative."
682,Suite was very nice
683,Room was very nice.
684,"Great rooms, plenty of space and very comfortable. The big bathtub is fun to use as a couple! Expect plenty of romance at the venetian...."
685,Gym was great and hotel was beautiful
686,Many things to do and see without leaving the property...plus super comfortable rooms and beds.
687,"The room and view were above expectations, bathroom exceptional, staff very helpful"
688,The size of the room was great and the French bakery Bouchon was wonderful.
689,"The room was absolute luxury, and one of the most comfortable beds I have ever stayed in. Also there were 3 TVs! - in our bathroom, over the bed, and in the living area! The staff were friendly and the casino itself is beautiful. The amenities are also great - plenty of places to eat and shop in the Venetian's Grand Canal Shoppes, and any of the pools, as well as Madame Tussaud's, provide great entertainment."
690,Luxury! Great environment. Friendly and staff. Lovely grounds and communal areas.
691,I LOVE THE THE NIGHT HOST AND THE MORNING BOTH THE YOUNG MAN AND THE YOUNG LADY WERE AMAZING EXCELLENT CUSTOMER SERVICE FRONT DESK.
692,I really liked the service from the cleaning staff and the beautiful suite.
693,"Lovely rooms, great welcome at reception from check-in staff, great facilities."
694,Just so so
695,The theme and architectureThe room with the sunken loungeThe locationPrice relative to the Wynn
696,Every aspect of the hotel was wonderful! We will be back.
697,THE STAFF WAS NICE
698,the venetian feel throughout the hotel
699,Lovely hotel.  We stayed in the Venezia Tower which was a bit quieter than other parts of the hotel.  Suite was very comfortable.  House keeping was excellent. It was an amazing place to walk around.
700,"Super comfortable bed, fantastic view, spacious room, lots of drawers for your clothes. Check-in and Check-out went very smoothly, very competent staff. Valet Parking free of charges (extra point for that) and very efficient"
701,The pool was greatRoom was very smart and comfy
702,"The room, other then the view, was nice"
703,Comfortable stay.We always stay in Venetian since it opened.It's the best place to stay.Lot of good places to eat.
704,The location is great and it is short distance from main attractions.
705,"The room was very nice, plenty of room. Beds were comfortable.  The hotel staff were friendly and responsive."
706,Room was immaculate and staff were friendly. Would have loved to stay here longer but not within the budget! Would look into staying here again though.
707,Luxury suite was everything I could have wished for! Centrally located hotel with beautiful decor.
708,Housekeeping was excellent! Staff was very courteous and willing to answer questions. Very clean and well maintained property.
709,"Rooms were exactly as illustrated, very clean and comfortable.The Lux restaurant was very good and  decent value as well. Quality service, and very good quality of ingredients. Overall, a great place to have breakfast and lunch...never tried dinner."
710,"Location and staff were great. Mix up with my reservation details was sorted efficiently by the hotel. Suite was clean and as appears in the pictures, which is always a relief."
711,"room was lovely, clean, spacious, well appointed. the staff was great except for one."
712,"Size of suite superb, great choice of restaurants and happy hour at DB Brasserie when oysters were $1!!"
713,"I was most impressed with the authenticity of the decor and facilities of the Venetian, as I try to tend to stay at different Hotels in Vegas to gain a feel for the various properties but would certainly return to the Venetian on my next trip with family. Staff were polite and efficient. There was always a good sense of being safe as security personnel were always on duty at all entrance points."
714,"Great location in the middle of the Strip and close to the Grand Canyon West Rim (2 hrs), Hoover Dam and Death Valley (2 hrs)"
715," clean and spacious suite with a nice, comfortable bed. The bathroom was fabulous with a separate shower and bath. I loved the arm rests meaning I could lie comfortably for ages. The pool area looked fantastic, though we didn't get chance to use it as we were out most days"
716, the Grand Canal was amazing. Parking was free with plenty of spaces and undercover. All in all a fabulous place to stay and would definitely stay here again if we return to Vegas.
717,We came to Vegas to get married and wanted to spend our wedding night in a great hotel known for quality and comfort....your hotel has everything we could have wanted to make our experience memorable! We love your hotel and will be recommending everyone we know stay there while in Vegas! Tim and Rhia Riddle
718,"We liked the beds, restaurants, the overall style of the hotel. The Lux Cafe was great. We did their happy hour one night and again for breakfast. Their express buffet is small  but has what you need without all the fancy items at other buffets like the Wynn's."
719,Suites very nice
720,"Excellent hotel, good size rooms, good sound isolation, very large beds!"
721,The bed was so comfortable. We had a beautiful suite and after seeing the other hotels on the strip I think this is the best! House keeping every day and casino was fantastic. My brother got married in the hotel garden and it was a beautiful setting.
722,The bed was ultra comfortable. Loved the casino floor. Games payed out! Thank you
723,Rooms
724,Loved the churro French toast
725,"Room was bigger then most hotel, view was excellent"
726,Awesome pools and hot tubs!
727,Security
728,"The room was beautiful, clean, spacious and very comfortable!!!"
729,The ambiance of the hotel is beautiful and the level of security offered at the hotel really put my mind at ease.
730,"large rooms, good location"
731,Mary and Michelle from the lounge on the 23rd floor were very nice and fun to talk with!
732,No cons! Everything in the room was amazing!!
733,Excellent place to stay
734,Free valet parking
735,That they did all my requests and first thanks for my non smoking room super great full.
736,The shops were amazing  the room everything was lovely . Friends thought I was actually in Venice
737,Always love staying at The Venetian love the large rooms and restaurants. The staff is so friendly and accommodating
738,Bed was great.
739,venice theme
740,All is amazing
741,The beds
742,"Room was spacious 
Great location"
743,It's a luxury experience with reasonable price!
744,Every
745,Location and Casino
746,Food was great. Staff was excellent. Hotel is beautiful.
747,Great restaurants right in the hotel !
748,Beautiful hotel awesome shops and restaurants
749,"I did like to grab & go,"
750,Bathroom extras.
751,"Everyone was very helpful and nice, Hotel was just out of this world!"
752,Excellent hotel! wonderful room... extremely comfortable with nice amenities
753,Service provided by the staff was excellent!
754,Amazingly large room--loved the space to stretch out.  2 bathrooms--the main one was superb.
755,We liked the spaciousness of the room and the convenience of the amenities in the hotel.
756,"Hassle-free, excellent customer service"
757,Location
758,"Amazing location, close shopping centre"
759,ROOM WAS RIGHT BY THE ELEVATOR AS REQUESTED.
760,The bed
761,Well it is on the Las Vegas strip. What more is there to add?
762,Room was spacious and nicely appointed
763,Loved the Rome look and very friendly staffs
764,Very comfortable stay and luxury room
765,"Wonderful room, good location"
766,The bed was a cloud...Amazinggg
767,Rooms
768,Great suites & comfortable beds!
769,The rooms were fantastic
770,"The room was wonderful, very soft king size bed, fabulous bathroom, and more."
771,Everything
772,Everything
773,"Great bed, super size bathtub, beautiful place to stay"
774,Beautiful hotel and comfy bed
775,Good size rooms
776,The living room area was good
777,The room & bathroom were very nice large & spacious. Staff was very friendly and accommodating.
778,Super nice rooms and gorgeous all around!
779,Location and size of the room is great
780,Everything is very sarisfactory!
781,"lot of space in the room, clean..."
782,The bed was comfy!
783,Facilities and locatuon3
784,"Beautiful decor throughout, sweet"
785,The room was spacious with a separate sitting area.
786,Valet parking was great
787,"Clean, tv in bathroom , spacious, auto curtains."
788,Just the location and the decore of th hotel
789,I like our room but if it higher will see better view
790,Great beds Nd friendly staff.
791,The bed was so comfy
792,The room was clean and comfy.
793,Nothing really
794,One of the best hotels in the world! only missing an indoor pool
795,Beautifully maintained property
796,"Valet parking was great.   Room was big,"
797,The hotel is amazing near the strip..But the
798,Great package and value
799,"The staff were very engaging,   the hotel is grand !!!!"
800,Amazing interior of the hotel and location.
801,Room and staff were great
802,Huge property. Casino was very nice.
803,Great room.
804,"Room was very well layed out, great amount of room to relax."
805,Really nice public areas
806,The whole place was great!!
807,"We have no complains everything was spectacular. Nice service beautiful hotel, we will recommended to anyone with children."
808,everything was perfect
809,Great rooms
810,Room the end
811,"The environment is good, but stuff service is average level."
812,"location, comfort and great hotel"
813,The room was beautiful
814,The location was excellent and our room was spotlessly clean.
815,The food at grand lux cafe and everything from the Venetian is beautiful
816,"Excellent hotel, great location, all you may need is there.  There are options for all tastes and budgets."
817,Super guck check in & check out considering volume of travellers and size of the hotel. Exceptional service!
818,Ideal location
819," spacious suite, beautiful hotel"
820,Beautiful room with a great view.
821,"Beautiful, luxurious, lovely stay!"
822,Location and the hotel was incredible
823,Impressive place
824,Great location! The beds were amazing and the rooms beautiful.
825,Clean and comfortable and great location
826,Amazing hotel!
827,Beautiful and confortable roomAmazing facilitiesPerfect location
828,Fantastic décor in public areas and in the rooms.
829,The grandeur of the decor
830,Room had a great view and was clean and comfortable. Staff was friendly and helpful and the restaurants were wonderful. I highly recommend it!
831,Service quality
832,Amazing hotel. Upgraded the room as early check in. Was well worth it. Great location.
833,"Big, comfortable roomHotel shops, restaurants and facilities"
834,The room confortable
835,Expensive
836,Wife love the bread
837,FANTASTIC
838,everything.
839,The size of the room and bathroom. The pool area. The whole hotel is amazing.
840,All amazing
841,Room layout and position were excellent
842,Brilliant room for the price.
843,There was a lot of choices of food and things to due in the location
844,rooms were very nice
845,Everything is excellent
846,"Big rooms, comfortable bed, nice staff"
847,Visual splendor
848,"Clean, easy access to everything. Beds were comfortable."
849,Everything about this hotel is amazing.
850,"Convenient, amazing convention facility, expensive as heck, though."
851,Everything!
852,"location, great room, comfy bed,frendly staff, easy access to everything"
853,The location
854,Room was great
855,Beautiful! Suite and Bathroom amazing.  Shops and Grand Canal. Bouchon restaurant fab.
856,Everything perfect!!!
857,The casino ...the boat inside hotel ...the restaurants ...
858,Food was fair at the Restaruant .
859,The facilities in the Hotel were just amazing to see and experience.
860,Detail decoration of the room
861,The shops pools restaurants the decor Italian theme gondola ride. Fast check in and check out! Amazing hotel!
862,Everything was wonderful!
863,Stunning hotel and room.
864,Great hotel with excellent on site facilities.
865,Bed was like a cloud
866,everything
867,Beautiful room and pool
868,Not bad
869,Excellent!!!!!!!!
870,The hotel venue
871,We asked for a room not looking at the strip.
872,Upgraded to suite in the Palazzo it was amazing.
873,Rooms were very spacious
874,convenient andtransportation
875,Everything
876,Great view and I love the atmosphere of the resort/hotel I will stay here again GREAT place.......Thanks
877,Loved the big room with the extra sitting area.  Very nice
878,Vicinity  good gym  very good Pools ok
879,Stunning hotel in the best location on the strip
880,Great architecture and design. A lot of love for details which make the hotel a unique place.
881,"Nice rooms, pools, lobby"
882,Amazing
883,Amazing room and bathroom
884,hotel was amazing
885,Modern luxurious
886,Love everything.
887,Amazing hotel. Great restaurants.  Great pools. Great shopping. Great location
888,Everything in fact it was the best hotel I have ever stayed in
889,Beds were really comfy
890,It was just fabulous
891,huge room and comfortable with friend cause we had connecting room.
892,Location - central to the strip.  Pools and facilities are fantastic.  Staff are great.
