,neg_review
425,The smell of smoke at the casinos ( and you can't avoid it since you have walk pass/ through the area to get to the elevators for the rooms)NO complementary coffee in the room! But a display of all sorts of snacks and drinks for absurd prices.
426,The one thing I missed the most was that we had no coffee and tea facilities but this is normal practice in most American hotels.
427,As it is such a big hotel it is easy to get lost or lose your bearings. Clearer signs would help avoid this!
428,Pool beds too close to one another lacking a bit of intimacy between groups
429,"Occupancy charge per night added $154 for our stay, hidden cost"
430,You can smoke in the casinos in Vegas/Nevada.  Not used to it anymore.  To get to another part of the hotel you often had to cross the casino - no easy/quick way around it and it's disgusting.  Too hot to take advantage of the pools in July/August - 105+ degrees at 6pm.
431,"More shade is absolutely needed around the pool areas.  It is a necessity if only to ensure the health of the many children we saw exposed to 100'F+ heat without the protection of shade.  Please, the wonderful Venetian, sort it out!!  Also please more signs to guest elevators/suites - we weren't the only ones  wandering around like lost souls!"
432,The long hallways.
433,Too expensive not worththe $ rude people next door theft etc... wont be staying here again and gondalos inside is a rip off.
434,Expensive to eat or drink unless you hunt around or go outside. Additional fee per room per night fee to cover wifi and gym etc which I think should be included in room price - and it does add up.
435,"The swimming pool rules, the life guards are not police! Blowing whistles every 2 minutes, we are not children... I'm it going to spill my drink in the pool, Closing the pool 4pm and cramming everyone into one pool is ridiculous, we are booked for another 2 days here but are checking out early to go to another hotel,with less pool rules"
436,The only thing I didn't care for was leaving a $100 deposit from my account on Wednesday and I still haven't been credited back my money. I didn't have any condiments to be charged to my room.
437,"overcharged. With booking.com they told me it was going to be 569€ plus 32 usd x2 for the resort fee plus then taxes of 9% or so (635€ approx) and in the end a total of 827€ were charged, i.e. about 200usd extra with no consumption at all."
438,Everything perfect.Venetian could be privileged with their own Hertz collection/ return bureau.
439,They don't have good shows like all the good artists play in ceasor palace .
440,The room didnt have a kettle to make tea
441,The hotel needs an renovation and should put up a higher dress code.
442,The car park was quite a walk.
443,I ordered room service once and think it gave my boyfriend food poisoning. I didn't eat any of it so I was fine but he was throwing up all night. We are both vegan and he ordered the hummus wrap which is one of the only vegan options for room service.
444,Room service food was terrible & way overpriced.  The order was incorrect.
445,The Pool area is really crowded and there are no places in the shade you even have to pay for them.  The Pools could be cleaner.
446,"Everything is so expensive!  The fully-stocked mini bar was so tempting but I didn't dare touch anything incase I inadvertently got charged - a weeny bottle of champagne was $39!  Noise around the pool from the Tao Beach Club was a bit off-putting at times.  My request for a decent view wasn't met, despite it being my 25th wedding anniversary - not unless I wanted to pay a whole heap more cash!  The only acknowledgement I got of our special occasion, was a typed letter on arrival saying someone could put together an itinerary for me if I so wished - very generous, I'm sure!  A bottle of wine or some flowers in the room, or a room with a view other than  over the aeroplane runway would have been a nice gesture!"
447,"Room service was terrible for a vegas hotel. Over an hour, arrived cold and was the wrong order..."
448,"Shower was okay, but would have liked a power shower. Didn't like having to pay 150 dollars per day for incidentals, none of which I used, as when this is refunded to your card you lose money on fees and exchange rates. However, upon check out this was really well dealt with by refunding me the resort fee as recompense, so very happy."
449,More like staying on a shopping mall than a 5 star hotel. Quite dated too & would have been nice to have breakfast included as standard.
450,"It's such a huge place, it's very confusing to find things & then you end up walking forever & possibly getting lost! Good floor/area maps needed."
451,Everything was good but the pools were dirty that i couldnt swim comfortably And the walk from the lobby to the room took us a good 10 mn walk plus 2 elevators to go to the second tower but thats not much of an issue because the hotel is soo big
452,Minor issues:The shower rose needed more holes as I didn't really feel like I got very wet.  Although I do understand that being in a desert water can be an issue. Some of the pools were closed until 3 even though there was a guard there and the other pool was quite crowded.
453,The casino had too many high tech machines. We are old school and I guess we haven't caught up with the times . Maybe a retro section would be helpful .
454,annoying wave music by the pools because the outdoor club is right there.  it really took away the relaxing mood that we were looking for
455,Despite staff trying you are a bit of a number. They can't hide that the hotel is huge.
456,There was no drinking water in the room neither kettle or complementary tea/coffee which is always now provided by 5* hotels
457,N/A
458,"That the distance from room to lobby is so long, you need to cross the casino, our room key didn't work so it was quit a trip to get a replacement."
459,"Bathroom robes had seen better days & needed replacing ,they were old & scratchy.Wifi connection was non existent in the room .No DVD player or CD player in the room even though booking.com said it was includedNo free newspaper even though booking.com said it was includedPool area needed a spruce up , no umbrella's for shade. You were all packed in like sardines around the pool area .Music was way too loud & booming reverberated in all pool area's."
460,"Some of the amenities are not included and we were told our room had no view and were kind of forced to upgrade to a more expensive one, which wasn't very nice."
461,Got a room with an outside courtyard but was in like a basement area. Only 4m high walls to look at & a kitchen extract which made the area smell of cooking all the time.
462,Not the best location on the strip.  Most of the more fun hotels are further south.
463,"I took a phone call to Australia from the hotel room. That cost me USD114 (yes, you read it correct 114) for less than 15 minute call placed in a very tense situation. Make sure you don't use the telephone provided in the room."
464,"After confirming my reservations through Booking.com more then a week in advance, I was surprised and upset when I was told at the front desk that the suite that I had booked was not available. We had to stay in a handicapped enabled room for one night and we never got the view that we paid for during the whole stay. The service was very impersonal and unprofessional at best. To add on to the situation, I was billed for the smart plan which I had cancelled upon my check in, only to find out when we arrived back home that I was charged for it. Still waiting for the refund."
465,"We asked for in room refridge - they did bring, but did not work.  They did bring another one so it was ok.  Pools - they have many, but they are all smaller and crowded.  One of the pools was so dirty when we were there, that we got lumps of white stuff and hairs all over us.   I have a pool at home, and I can tell you this was not a well cared for pool .   Wish they would invest in better pools, as we adored the rest of the stay and that would make a big difference.  Overall loved it."
466,"The wifi was pretty poor, no breakfast included, the iPod dock was for the old iPhones. It's really nice but I think for the money I expected everything to be perfect."
467,"The Venezia tower rooms are becoming very dated and jaded,2 elevators to get to the room and you are further away from the casino,food court and parking garage."
468,Cleaning of the rooms can be improved. We found the keys of our room dated month of may under our bed (we stayed in August) - so noone really cleaned the floor fully since May.Crowds of people everywhere but this is Vegas.
469,We have extended check out for one of the rooms. But they still check us out even we pay money for it. And it took about 45 minutes to unlock the room
470,Having to ask more than once for luggage to be delivered to room.  The lock on one of our rooms was broken had to be replaced. No apology from hotel and had to chase them to respond.
471,Quieter areas to bathe. There was a constant 'boom-boom' due to a beach pool party.Otherwise pretty perfect.
472,The wifi in the room was terrible but was good everywhere else in the hotel. Only complaint!
473,Coffee making facilities in the rooms would be great.  But that's just a teeny weeny point
474,Normal wifi was useless on iPhone. Had to pay tier 2 to make it work at acceptable speed.Had to move from level 5 to level 24 due to noise of hotels outside aricon system - very noisy.
475,If you need shade at the pool I suggest reserving a cabana as there are no umbrellas at the pool. We missed having a coffee maker in the room however coffee shops are nearby.
476,"Our room was a long way, three lift rides from the main pool.Problem booking through Booking.com. We were overcharged on one room for a child under 13 (the hotel does not charge for children under 13) and we did not receive free breakfasts for our five night stay, on the two rooms booked, as listed on the website and our booking confirmation."
477,We didn't like the fact that Smoking is allows in the Casino area.
478,Front desk lady and her manager named AJ.We are family with 3 girls and 3boysBooked 3 rooms she and her manager didn't do any thing to help us even  though we requested that at booking and we call hotel in the morning while we were traveling from LA to Vegas they try to sell us different room up grade
479,No coffee in the rooms. Would have been great
480,"No coffee maker in room (only to discover you can get a free one per adult somwhere in the foodcourt once leaving)Relatively expensive (25$! For 3 icecreams), but then again it is Vegas.Free wifi is slow. LTE connection was better and fasterYou pay 35$ resort fee bit do not get explained what it is for"
481,It takes forever to get out on to the strip via the shopping malls (but this seems to be the case with all the big hotels). It is expensive (but everything in Vegas is) but worth it. Having been into Circus Circus and Excalibur (other options for kid themed hotels for our stay) we definitely made the right choice
482, those are tired and shady inside. If I were to go back I would not stay anywhere else but Venetian.
483,I asked them to keep some synthetic ice I need to keep cold some medicines in one of their freezer and they refused! I think that similar things should never happen in a hotel of such a high level!
484,"The hotel was so giant we had to take two separate elevators, and use a map, to get to the room but that's to be expected on the strip I suppose!"
485,I didn't have any complaints on the Venetian part.  But the fellow visitors extremely loud when walking down the hall.  But other than that I would definitely be coming back.
486,"The frigi in room is fully sensor ed thus if you remove anything you will be immediately charged for it, this prevent us from getting cold water which is much needed in the heat of Las Vegas, as the hotel is really huge there are always queues on everything from elevators to check in and you name it, if you have a car with valet make sure you order it enough time in advance as it takes 30 mins for valet to deliver car and thus it could be you loose your show if not counting for that, I didn't also like the high priced food in hotel resturants but this is expected in Vegas as a touristic hub"
487,"when I was check in, the front desk ask me to upgrade the room without clear indication that would be charged extra moneyUntil I checked out, it was surprised to see that I was charged for a huge extra money while I had prepaid for the room before."
488,It was very hot and there was a shortage of deck chairs by the pools
489,Doors in the suite didn't close very easily.
490,"Nightly rate was too high, additional resort fee did not cover exercise equipment (?). Drink purchases about 3 x normal cost."
491,"cannot use the refrigerator, no water provided in the room, room too far away (since it is a big hotel with many rooms)"
492,"I didn't like the fact that you have to take two different elevators to get to the suite I find that cumbersome.Staff were not top noch, they didn't belong to this resort.Suite didn't get cleaned well.The water is harsh."
493,"No fridge, it is full with mini bar items that auto charge of they're removed. Check in queues far too long for the money that you pay"
494,"The bottled water inside the fridge are chargeable which is fine, but those on top of the cupboards are also chargeable! I thought they were complimentary and finished them for usd24."
495,"A very noisy hotel - we had to move rooms when a party was going on in the room next door . Upgraded to a larger, higher suite at a reduced price, which was worth the money to get away from the raucous partying in the next room - all day ! Staff very helpful in moving us quickly."
496,The hallway was not clean - overflowing trash cans that were there in the evening as well as the following morning.
497,"In spite of all efforts to ""eat"" smoke, I still find the common casino area too smoky. When moving away from the convention center there is a huge difference in the air quality."
498,- swimming pools overcrowded and loud (this is likely the same in other hotels)- free Wifi useless- housekeeping : we staid 3 nights. The room was not serviced for the 2 days and we had to ask several times. We reported a complaint  to the front desk. The way this issue was solved was professional though.
499,"Do not , and I mean do not, expect 5-star hotel service. I asked for dental kits and a kettle to make hot milk for the baby, and I waited an hour, to get them. The food courts on the lobby floor provide cheaper food choices and that's why the service is terrible !!!!! They don't smile and it seems you are spoiling their day."
500,"Very noisy guests next door,but that is not the hotels fault! When reported security acted quickly and courteously."
501,"Hotel was massive upgraded to a better room in the plazzio side and with a strip view but by the end of the week we all had blisters on our feet so wish I stayed in the Venetian as the pools / food courts were in the Venetian side , both hotels are the same building but BIG"
502,"They place the towels in the shower, so a friend ended up soaking them because the shower head shot at absurd angles. Lots of up and down on elevators to get around to certain floors, I think mostly to keep hotel guests safe but sometimes it was just a bit inconvenient."
503,"Requested early check in from 9-10 but there is no point on that because they don't start preparing you a room until you get there. Totally sucked for us because we had an event to attend at 11, that was our whole point of early check in. So we were expecting to have our room ready as soon as we got there to get situated. Also, receptionist was a little rude, at time of check in."
504,Couldn't fault the place.
505,Better detail cleaning and use of a fridge or something bigger than ice bucket
506,The queues at check in and out were pretty big but they staffed the desks well and they move quite quickly.
507,Couldn't fault the Venetian !! Recommend to anyone wanting 1st class accommodation !!
508,Electronic fridge  one small shelfTo place an item No microwave or coffee makerIn room
509,"Checked in at the Venetian, hotel full.  Moved to Palazzo.  Complicated with valet.  Glass fragments in room and my husband stepped on glass.  Housekeeping forgot room one day."
510,Resort fee bumps underlying price a lot. Just be honest and add into the standard rate as it is a mandatory charge
511,My rooms door lock was pretty annoying took 5-10 swipes to get the thing to open every time
512,The heat...it was 115 F outside.
513,SLOW INTERNET CONNECTION.ROOM CLEANING IS UPON DAILY REQUAST.
514,No tea or coffee making facilities in the room.
515,"The front desk wrote down the wrong room number while checking in 
The safe in the room was already closed when entering the room"
516,"It was 110 degrees and there were no umbrellas around the pool unless you rented a cabana.  It was too hot to lie out in the sun without shade, so we didn't get a chance to relax."
517,Wifi didn't work in our bed room.
518,We waited a long time for valet parking guy to get our car. The hotel was super crowded. When we checked out we would like a bellman but the staff told us there was a 30 min line! Would never stay in this hotel again. Venetian is too famous to live in
519,We cant think of anything we enjoyed ourselves and look forward to come back.
520,"Pool was disgusting with scum and body fats building up in corners, as a pool maintenance person I wouldn't swim in them."
521,The suite we were in was at the end. We didn't not have any closer elevators next to us. Overall not a good experience.
522,Desire to get you lost at every opportunity so you'd end up back at the Casino - or maybe that was just me :-)
523,"Depravity in the streets outside, feeling that the hotel was intent on draining my wallet at every opportunity, feeling that I was a being processed by a machine rather than entertained by a host - whole stay lacked human warmth."
524,"This is a huge hotel, so the staff didn't take the time to get to know us or find out what we were looking for. You can't use the fridge at all because the mini bar is weighted and they charge you if anything moves. The smoking in the casino was off putting. We didn't gamble much because of this. They should have a non-smoking area."
525,The bathtoom toiletries are not being  replace with a new 1 on the next day. And the guest service not helpful.
526,At room the Internet was pour ...
527,"Crowded at all times, older feel to the room, could probably do better for the money being spent"
528,Everything in Vegas is expensive and the food is overpriced and not that great.
529,Bathroom could have been slightly cleaner around taps etc. Hadn't spotted the additional resort fee that was payable so that was an unpleasant shock.
530,Didn't like that there is no tea or coffee facilities in the rooms.
531,"There wasn't any tea or coffee facilities. When I asked for some, I was told I had to go to the mall to purchase a cup of tea. This took about 30 mins round trip each morning! The operator didn't even suggest room service."
532,"The Cigarrette smell.  Got sick due to not being able to breathe and I was staying on the 33rd.floor. Although it must be hard for you guys, you should invest every so often and find ways to keep your air clean, by changing the air ducts or maintaining them so you can save us from ""nose bleeding"", ""chest congestion"" ""headaches""  I must say that Vegas is a city where almost every hotel has this problem, but that is exactly why I want to ask you Venetian, to be better and think of our lungs. Just try it!We pay top dollar for our stay, so please consider your fans :)Thanks!"
533,You need to go into one of the many food areas to choose breakfast.
534,"Very expensive and lots of extras to pay for, no tea and coffee facilities in room, staff not very helpful at all I was sick one evening and they refused to give us water so I could take my medicine I had to pay $4 for it!!"
535,"Slow internet, I have to walk like 5 minutes and take two elevator till I arrived to lobby plus 20 min waiting for my car.They charge me additional money after I checked out and get my final bill.I'll never stay there again"
536,No negatives!
537,The hotel was So Big .... Lots of Walking.
538,"Even though the room was awesome, it was more than we needed because we spent most of our time out of it. And I think we paid more than we needed to for that big, luxurious room. Next time, I'll probably try to save some money by looking something smaller. If I can do that at the Venetian, then I will be back!"
539,"The rooms were smaller than other similar priced rooms, the facilities are mostly all in the Palazzo and you have to walk FOREVER to get anywhere. And worst of all, there is cigarette smoke EVERYWHERE-- your clothes and hair stink of smoke even if you are just going from your room to the front door/taxi.  Noise also travels a lot so the room is very noisy."
540,"I was offended by the quality, security, and location of the parking garage and the fact that there was a hidden resort fee added to my bill. The staff recommended Merrrils Steak House as the best for dining! It was not, in fact the wait staff could not communicate the menu properly and the meal was at best mediocre. The stake was overpriced, undercooked, and cold. The baked potato was undercooked and difficult to consume the temperature of the potato had no effect on the butter!"
541,"Unable to use resort credit at certain stores even though they were on the applicable resort credit list (i.e. Lobster Me, Carlos' Bakery). The smell of cigarettes when walking through casino."
542,"- Slightly untidy bathroom and bedspread (or whatever the small ornamental thing is on the bed) for what we expected, however the issue was resolved immediately when we mentioned about it"
543,"A lot of the restaurants at the Venetian were closed for private parties, due to a large convention.(it was Las Vegas restaurant week) It would have been good to know in advance that this was going to be the case. Would have picked a different week to stay."
544,"The parking arrangement was very confusing, even with the Valet service which is to the far left side around the corner. We got sent all the way into the parking garage's valet which is for the Canal Shoppes and had to come all the way down and find our way back to the far left side of the front of the hotel."
545,WiFi wasn't that great. As it's so maybe it's pretty hard to work your way around and the signage isn't great.
546,"The room  needs a refrigerator that you can actually put leftovers and water in (it is stocked with beer, drinks that you pay for) and a coffee maker."
547,"Service really poor and reported this twice, directly to management, without any feedback or reply.Nothing in the hotel was op to eat early afternoon.   Shocker!Rooms are 20 minute walk from reception."
548,Air conditioning on the hallways too cold - always needed a jacket. Very long ways to reach room from lobby.
549,It was hot but that has nothing to do with the hotel.
550,"Don't go to the Bouchon, the hostess and staff don't give a damn about you.Room cleaning was below expected."
551,Rooms are not meant for family stays. No complimentary water or coffeemaker machine in the room. Worst was the bathroom which was stinking.
552,Grazie membership was totally confusing and we didn't really take advantage of it.
553,"People smoking at swimming pool while there were also children, it can't be that difficult to stop smoking for the time at the swimming pool."
554,No tea maker in room. Travelled with an young child and hot water to be called from room service would take an hour.
555,Turned out it's cheaper to book on their official website than anywhere which also gives you extra credit for casino.
556,It was slightly more expensive than I would have liked.
557,"The staff is not helpful. When we arrived the reception desk at 2 a.m. , the staff just told me my room was cancelled with out a double check. And we have to explain a lot despite we were already exhausted. Although ,in the end, it was proved a mistake of the receptionist, he did give an apology at all. In addition, the wifi is quite poor..."
558,Not provide COFFEE MAKER MACHINE in room.
559,There's no tea kettle in the room. And what kind of a 5 star makes you carry your own bags to the room?
560,A little pricey for not including things like a kitchen or fridge for beverage storage.
561,"There is a charge for EVERYTHING, which is pretty standard for Las Vegas, but is also annoying. and be careful of the the ""refreshment bar"" it's weight sensitive so if you pick up an item for more than 30 seconds you will be charged for it"
562,There needs to be a his and hers light switch on either side of the bed. A detachable shower head would be great. No electric kettle. House keeping sometimes a bit rude and cleaning not excellent some days (we got chocolate some days and not others and the same for amenities - soaps etc) . Bedside radio needs updating.
563,"Booked around 6 months in advance and requested a smoking room. They didn't have a king smoking at check in but set me up with a double queen smoking room. The first room was terrible. There was trash in the drawers and cabnets and the drain on the tub was broken. The staff was very helpful after I called to complain. They cleaned the room and set me up with a king smoking room on the strip for the next three nights of my stay. They also waived all of the resort and wifi fees at checkout. Overall, I was very satisfied with how they made up for the shortfalls of my first night's stay."
564,"Difficulty when calling front desk for items like more towels .... No one would show up.... Called front desk several times and called house keeping, but it was a minor inconvenience. Overall really enjoyed our stay!!"
565,Would have liked a fridge that guests could use instead of one stocked with overpriced drinks-but that seems to be the norm in Vegas!
566,I couldn't complain about anything in this hotel
567,"Added fees for things. Resort fees, should be built into the advertised price. Paying extra for a fridge of your own to keep things as there is no room in their minibar fridge & if you even move stuff they know. Pools not open long enough in the heat of summer."
568,"They made a mistake at check in and give us an occupied room, they repair it with an upgrade for a room with an excellent view."
569,"I used the Valet parking and my car was in their care the entire time as I used a cab to get everywhere. When I got my car back I noticed a large dent and red paint on the passenger side. When I called and spoke to security to see video  footage the manager said they don't have security cameras, my car is an 06 and the dent could have been there (as if I don't know my own car and take care of it) and she spoke down on me which I didn't appreciate. For all of the money I spent there I definitely did not feel like a valued customer and nothing was done. Nothing was offered, no solutions. It's a beautiful place but I will never stay there again. EVER"
570,"Pool area, no shade except for buildings, no room to move as beds are lined up next to each other. Too many people and too little space.Casino area all smoking except for one tiny uninteresting area, put us off spending time there.Pride themselves on being the largest complex in LV with 7000 rooms, if full with an average of 2 people to a room thats 14,000 people - horrid, impersonal, not my cup of tea but if you want a brash, false, plastic environment in LV then this is it"
571,No Coffee/tea making facilities in the room which is not good when you have to travel half a mile to get to the nearest cafe in the morning. Food quite expensive. drinks very expensive (free apart from tip if you are at the tables)
572,"Breakfast is expensive (for the price it should be included), no ""personal touch"" from the staff"
573,It was very busy all the time some noisy people in the hall in the AM after a long night of partying...normal I guess
574,It is a considerable distance from the front of the hotel to the rooms (it's a 7000 room hotel!) but if you follow the signs you won't get lost. Smoking is allowed in the casino and unfortunately you have to walk through the casino to get to and from the room. The pool filtration system didn't seem effective late on a hot day.
575,"Too far to Parking Area, Guest have to move bagage across CASINO to check in. Waiting too long during check in and out."
576,"1- its too big ,our suit was around 5 minutes walking and two elevators2- rude staff at the swimming pool party, they forced us to walk all the way back to our suit to get our passport for age verification even though we are both above 43 years old,and when we brought the passport he didn't bother to open them.3-every 5 star hotel in the world has a coffee machine in the room with complementary coffee,i was shocked that they dont have and they charge 22 dollars for a pot of coffee .4- I Am A Type 1 Diabetic and on my last night before check out i needed to freeze my ice packs so i can keep my insulin cold,unfortunately even though we are in a a luxury suit but there is no freezer which i can understand,so i called room service so they can put my ice packs in the hotel freezer but they refused, i have don't that in every hotel i have been in the last 20 years and never been turned down.5- my friend suggested that we can ask for ice bucket and put the ice packs inside it ,we called them they said we charge for ice and we paid 5-10 dollars for that i forgot the exact amount.  (we had no choice)6- room service cleans the room and takes all the ashtray with her maybe because they want you to ask for them and tip them."
577,I had an excursion organized to grand Canyon was very hard to find the location of where the bus was waiting nearly missed my bus - not enough indications or signs. (made it at the end thank to the staff who were nice to point me to the right direction).
578,The wifi in the hotel was very temperamental and I struggled to have a connection at all.
579,No complementary items.not even tea or water. Have to pay for the electric cattle or any other thing. At Venetian nothing comes for free..I wonder they may not start charging to breath air..
580,Canal Shoppes area where people try to give you cheap show tickets by trying to get you to go to a timeshare resort presentation.
581,Nothing.  Everything met or exceeded expectations!
582,"Booking.com used my middle name as last name so it took longer to find the reservation, happened to us and friends we flew in with."
583,The rooms are tired and need to be updated. The mattress was way too soft and not comfortable.
584,Bedside light could only be turned off on one side which was difficult .
585,We were a bit disappointed with the shower as it was a little weak.
586,Poor odds on gaming tables.  6/5 pay on a blackjack and hitting soft 17 gives the house too big of an edge.  Comps are non-existent.  No real incentive to visit poker room.
587,Be very careful about the final bill. The price showing in booking.com is not the same as at the hotel when you check out. I arrived at noon but check in time was 3 Pm. Front desk talked me to take his deal which is 40$ more and I can go to my room now . I took the deal. When I check out I was charged 55$ plus tax more per nights. Every single nights we stayed. Very dishonest . Tricky .
588,I didn't like the tax and resort fee I feel I was overcharged because when I paid through booking.com it said the price is including the tax I paid 722dirhams on booking.com then I paid again in the resort 35dollars I don't for what.
589,The young teenagers were a bit noisy do not come over at weekends . the walls being a bit thin between the rooms allows the noise from the party next door to penetrate through.
590,All good but as sooooo vast it's very easy to lose your bearings....... Umbrellas needed by pool area with sun beds-gets very hot and NO shade!
591,"Noisy people at all times of night.Don't touch anything in mini bar as you will get charged as if you have used the items, works on censors"
592,I got reservations for Venetian not palazzo and they charge for wifi.... We also found toys and a paper air plane when we walked in the room and a left cup full of milk in the fridge
593,Wifi was slow
594,"First of all we didn't know that the hotel has some very attractive poker room rates, if you play more than 6 hrs/ night you stay. My husband played and he found out from the dealer at the poker room.Then the bad news was that the room rate was only available if the room was booked directly with the hotel, not via a third party, i.e. via booking.com. That was really disappointing. So next time I think we will book directly with the hotel."
595,The security looks at your face and decides if they wanna see your room key or not before letting you into the residence tower. I need not elaborate about which type of faces they ask for the key.
596,I didn't like how after paying all that money there was no fridge or coffee maker.
597,Only thing when I took a bath and drained the tub I wanted to shower but the drained backed up some from the tub.
598,Paid extra to upgrade to a view of the strip but we were right on the bend of the strip so didn't really get a view to speak of. Also charged an extra $5 for something out of the minibar but we didn't have anything from the minibar.
599,"Pool was very busy, almost impossible to get a chair past 10am, unless you pay the staff to kick others off them. Breakfast buffet was over rated for the price and selection. The bath tub and shower stall backed up brining stinky mess into bathroom- room was upgraded but still a hassle."
600,"There was nothing we didn't like, everything was perfect.  Tea/coffee facilities in the rooms would have been greatly appreciated just for that first morning cuppa."
601,"- given the high room prices I'd have expected, that a bottle of water is included in the price, but it wasn't- due to the size of the hotel, it feld a little bit anonymous"
602,"Front desk staff rude and snobby! Had to call housekeeping on arrival as bins not emptied, ball of hair in shower and bar snacks opened and not replaced. 2 of us celebrating our 50th, one during our stay. A request for anything complimentary was flatly turned down. A glass of wine or slice of cake would have been appreciated.  Will try the Bellagio next year."
603,Dirty counter on mini bar. Otherwise not much I didn't like.
604,"Our paid upgrade to include a view wasn't as good as expected. Not a huge range of TV channels, and no guide. Additional 30% on menu prices for room service, plus gratuity (plus optional tip) - quite expensive."
605,The shower was a bit old.
606,"We were in another tower, which meant changing 2 lifts. It was a pain and also there was no breakfast available at the hotel. It became a problem with the little ones."
607,"Room cleaning is very late , mostly 3-5 p.mnot enough bath towels.Houskiping staff is not enough ."
608,Room too far and not convenient. Too noisy at night so we had to change the room. The whole hotel was too busy and noisy.
609,No coffee and tea set to make warm tea or coffee in the morning. No complementary drink despite the room price.
610,"pool size,  must be more easy find exits, entrances, we never sow so a lot lost people in like labirints buildings. Food market's  food and service dangerously bad. Employee very aggressive and helpless."
611,Not enough room at the pool.
612,Just nothing.
613,The sheer size of the hotel made it very easy to get lost on multiple occassions!
614,Week end rates a bit expensive especially when getting asked about upgrades when you are paying top dollarI would suggest a comp upgrade if avail when paying week end rates
615,Booked a suite with view only saw the poolNo tea or coffee making facilities in room and mini bar is sensors so if you look at something you get charged for it
616,"There's no free bottle water in room, you have to ask the front counter. We loose money in casino  :("
617,You are charged automatically if you move the things around in mini-bar. A clear and visible sign should be posted at the mini-bar to warn occupant. I have to call to reverse the charges.
618,"There was a guy his name was joseph , 10 pm he was trying to bargin us into a room with a double bed instead of giving us a room with a king size bed after the long argue he went to his manager and magically after him saying tht he had no room with king bed available he came up with one in 2 min. So just becareful , also no kettle in the room no tea no slippers"
619,It would have been better if we were able to stay 5 days!!!  lol
620,The location of the room was horrible. For this reason we chose to gamble at another hotel.
621,The price per night was little bit on the higher side comparing it to deals other hotels were having.
622,"having only spent 1 night, we wish we could have stayed longer."
623,"Over priced, no toilet roll in room, no kettle in room, not enough direction signs for a maze like network of corridors and lifts"
624,"Staff in the casino were rude, dismissive and generally quite miserable, particularly in comparison to some other hotels on the strip"
625,"Bit disappointed that there were no tea/coffee facilities provided, for the price you pay you would expect at least a complimentary bottle of water and tea/coffee supplies."
626,"Where do I even start! Appalling! The staff were awful. We arrived late
and tired and our reservation was for 2 non smoking luxury suites to be
told they only had smoking ones available. This is not okay and mu
parents who also stayed have horrid allergies you couldn't breathe
on the floor they Sent us and then told us if we wanted to move we
would be downgraded. We came to terms with this and had a major
struggle with the staff even wanting to help us. They were extremely
rude and to cancel they charge almost the whole cost of the stay. So we
got moved and were very thankful for it however there were other guests
partying with their doors open in the surrounding rooms as well as
running up and down the hallways screaming all night. I'm talking
even between 1-5am. Totally unacceptable. What did the hotel do?
Nothing - of course. I went to have a bath to find after I had filled
it up that I was sitting in a totally unclean bath with other
people's hair floating in it, totally gross! So I went to drain the
bath which actually made dirty sewerage (black smelly) come up the
drain of my shower. This is extremely disgusting. I have stayed at The
Tropicana before (on the end of the strip) for a whole week and hat was
amazing. You would think that paying 2-3 times the price and in a
better location, more ""prestigious"" hotel that is would be as
good as it seems. Totally disgusted with the cleanliness and service
received. Never. Again."
627,No Housekeeping. Our room was only cleaned after we complained it three times. The staff didn't take care about it. This is not a five star luxury hotel worthy. I was shortly before buying my own toilet paper at Walgreens. I'm not kidding.
628,- Had to call room service several times to remove the dishes after having a meal in the room.
629,There were some anomalies on on or check out bill that we were able to get corrected quickly.
630,"there were 3 of us...I took the sofa.  When I pulled out the hide-a-bed, I found damp soiled sheets, with used items in the sheets....very  unpleasant situation."
631,The only thing I missed was a kettle or coffee machine in the room .
632,"the hotel is so big, you end up walking alot."
633,The double doors to the bathroom looked good but weren't very practical. The hinges needed oiling too.  There was also a used cotton bud on the floor when we arrived.
634,"Service is very in efficiency. Wifi is tooooo bad, no connection! Noisy. Too difficult to find the room."
635,Wifi could be of a better speed/quality.
636,No coffee/tea facilities in the room. Surely this is a basic requirement that should be included within the daily resort fee.
637,"In my opinion I think the guest of the venetian should get deals on TAO nightclub, or the pool parties. I honestly thought we were going to get discounts or a deal on bottle service just for being a guest."
638,"Staff, especially the dealers in the casino, were super unfriendly.  I have been to severaldifferent casinos and these dealers were the worst I've seen."
639,Hard to rate staff as had little interaction with them due to scale. Smell of casinos due to cigarette smoke off putting. We also asked for highest room available with a nice view. We got 11th floor so not particularly high and crappy view :(
640,Too big and easy to get lostNearly everything in the room charges you.
641,"The view was ugly, but to be honest we didn't spend a lot of time in the room. Like with all American hotels, no price is ever up front. A variety of taxes and resort fees appear on your bill so expect to pay more than what's quoted on booking. Also I would advise buying bottled water from the shops - the in-room temptations (drinks and snacks) are extortionate."
642,"The room smelled bad every time I put the AC off, the Shower water pressure wasn't the best and there's a weird humidity smell as soon as you step into the lobby every day."
643,We arrived early and room was ready but charged extra to access room early - no other hotel has ever done this in any place I have been.
644,"The whole hotel was designed as a big labyrinth, leading you to the casino or to the shops. Not easy to navigate - 20 minutes walking, three lifts and many corridors to get from the car park to the room."
645,Pools were closed due to a little pouring rain..Often is was not even raining at all.
646,"The only problem that I could find with this hotel is that is it simply too big. It takes 2 elevator and 10 min walk just to get from your room to your car, and about the same time to exit the hotel."
647,Nothing!
