,Name,Nationality,Date,Score,Topic,Tags,History reviews,latitude,longitude
2073,Tim,United Kingdom,"Reviewed: August 17, 2016",9.6,Wow what a stay! Worth every penny for my birthday night in Vegas!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,12 Reviews,55.378051,-3.435973
2074,Cliff,United Kingdom,"Reviewed: August 17, 2016",9.6,Awesome hotel,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 9 nights??Submitted from a mobile device,40 Reviews,55.378051,-3.435973
2075,Anonymous,United Kingdom,"Reviewed: August 16, 2016",7.1,Ok but dated.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,8 Reviews,55.378051,-3.435973
2076,Susan,United States of America,"Reviewed: August 15, 2016",9.6,"Beautiful property & suites & Delmonico's is a fabulous restaurant, with the most delicious steaks!",??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,4 Reviews,37.09024,-95.712891
2077,Marlene,United Kingdom,"Reviewed: August 15, 2016",8.8,Awesome!,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,7 Reviews,55.378051,-3.435973
2078,Sofia,Kuwait,"Reviewed: August 15, 2016",10.0,Amazing in every way,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,17 Reviews,29.311659999999996,47.481766
2079,Rhonda,Australia,"Reviewed: August 15, 2016",10.0,Very enjoyable stay.  Probably the best hotel I've ever stayed at.  Will definitely be going back.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 8 nights,11 Reviews,-25.274398,133.775136
2080,Michael,United States of America,"Reviewed: August 14, 2016",10.0,Fantastic staff throughout .,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
2081,Mana,United States of America,"Reviewed: August 14, 2016",10.0,family trip,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights,3 Reviews,37.09024,-95.712891
2082,Roderick,Netherlands,"Reviewed: August 13, 2016",9.6,You should try this at least once.,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night,40 Reviews,52.132633,5.291266
2083,Mariam Alanzoor,Bahrain,"Reviewed: August 12, 2016",7.5,Great hotel great location,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,9 Reviews,25.930414000000003,50.637772
2084,Richard,United States of America,"Reviewed: August 12, 2016",10.0,Wife and I enjoyed the Venetian...,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,1 review,37.09024,-95.712891
2085,Oronb,Israel,"Reviewed: August 12, 2016",9.6,Best value for money!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,48 Reviews,31.046051000000002,34.851612
2086,Marge494,United Kingdom,"Reviewed: August 11, 2016",5.8,"Not really great value for money , stay somewhere else",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 7 nights??Submitted from a mobile device,7 Reviews,55.378051,-3.435973
2087,Ronaldo,Brazil,"Reviewed: August 11, 2016",8.8,"Great, but expensive",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 5 nights,13 Reviews,-14.235004,-51.92528
2088,Anonymous,United Kingdom,"Reviewed: August 11, 2016",6.7,Hotel Location on the strip & size of room,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,1 review,55.378051,-3.435973
2089,Hanzsolo,United States of America,"Reviewed: August 10, 2016",8.3,Huge room at a fair price,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 1 night,1 review,37.09024,-95.712891
2090,Mallika,Australia,"Reviewed: August 10, 2016",10.0,Surprise Bills,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,7 Reviews,-25.274398,133.775136
2091,Kimo101,Egypt,"Reviewed: August 10, 2016",5.0,Our Family Experiance at the Venetian :(,??Leisure trip??Family with young children??Smart Plan- Venetian Bella View Suite with Two Queen Beds??Stayed 4 nights,4 Reviews,26.820553000000004,30.802497999999996
2092,Gen,United States of America,"Reviewed: August 10, 2016",9.6,Beautiful rooms-soft beds- Great staff -gross pool,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights,4 Reviews,37.09024,-95.712891
2093,Jordan,United Kingdom,"Reviewed: August 9, 2016",7.9,Very good but quite expensive and not perfect.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,4 Reviews,55.378051,-3.435973
2094,Antoinette,Ireland,"Reviewed: August 9, 2016",10.0,The Venetian.,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,5 Reviews,53.41291,-8.243889999999999
2095,Anna,Russia,"Reviewed: August 8, 2016",7.9,Geart hotel to feel the spirit of Vegas,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights,37 Reviews,61.52401,105.31875600000001
2096,Sherine,United States of America,"Reviewed: August 8, 2016",10.0,We have extended check out for one of the rooms.,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
2097,Patrick,United Kingdom,"Reviewed: August 8, 2016",7.9,Interesting Hotel,??Leisure trip??Family with older children??2 rooms??Stayed 2 nights,3 Reviews,55.378051,-3.435973
2098,Anthony,United Kingdom,"Reviewed: August 8, 2016",9.2,Lives up to its name and reputation. Fantastic!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,12 Reviews,55.378051,-3.435973
2099,Mohanid,Ireland,"Reviewed: August 8, 2016",10.0,Take me back to the Venetian!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,4 Reviews,53.41291,-8.243889999999999
2100,Sharon,United Kingdom,"Reviewed: August 8, 2016",9.2,Vegas.   You gotta experience it at least once and the Venetian is the way to go,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,15 Reviews,55.378051,-3.435973
2101,Anonymous,Australia,"Reviewed: August 8, 2016",7.9,Good but could be a lot better.,??Business trip??Group??Venetian Luxury Suite with a King Bed??Stayed 6 nights,1 review,-25.274398,133.775136
2102,Patty,United States of America,"Reviewed: August 7, 2016",10.0,We love stat,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2103,Kevan,United Kingdom,"Reviewed: August 7, 2016",10.0,Fab hotel. Great customer service but would only book direct with the hotel next time!,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 5 nights??Submitted from a mobile device,2 Reviews,55.378051,-3.435973
2104,MCarter,United Kingdom,"Reviewed: August 7, 2016",9.6,Amazing! we want to go back ,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,12 Reviews,55.378051,-3.435973
2105,Jamal,Saudi Arabia,"Reviewed: August 7, 2016",6.0,No cooperative,??Leisure trip??Family with young children??2 rooms??Stayed 2 nights??Submitted from a mobile device,9 Reviews,23.885942,45.079162
2106,Private,France,"Reviewed: August 7, 2016",9.6,Great Staff - beautiful rooms,??Leisure trip??Family with older children??2 rooms??Stayed 2 nights??Submitted from a mobile device,2 Reviews,46.227638,2.213749
2107,Ron_V,Netherlands,"Reviewed: August 6, 2016",9.2,Good experience in crazy city,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights??Submitted from a mobile device,17 Reviews,52.132633,5.291266
2108,Anonymous,United Kingdom,"Reviewed: August 6, 2016",9.2,Family road trip,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,1 review,55.378051,-3.435973
2109,William,Italy,"Reviewed: August 5, 2016",9.6,I asked them to keep some synthetic ice I need to keep cold...,??Group??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights??Submitted from a mobile device,88 Reviews,41.87194,12.56738
2110,Loretta,United States of America,"Reviewed: August 4, 2016",10.0,Love this hotel!!!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2111,Charles,United States of America,"Reviewed: August 3, 2016",10.0,My wife and I had the time of our lives.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2112,Adnan,Jordan,"Reviewed: August 3, 2016",8.8,Very comfortable and luxurious hotel to stay,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 5 nights??Submitted from a mobile device,1 review,30.585164000000002,36.238414
2113,Anonymous,China,"Reviewed: August 3, 2016",7.9,Good facility with greedy staff,??Business trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 2 nights,3 Reviews,35.86166,104.195397
2114,Jelena,New Zealand,"Reviewed: August 3, 2016",10.0,Huge room with comfortable bed.,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,12 Reviews,-40.900557,174.88597099999998
2115,Justin,United States of America,"Reviewed: August 2, 2016",10.0,Best stay in Vegas yet,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
2116,Hans,United States of America,"Reviewed: August 2, 2016",7.9,Best stay in Vegas.,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,17 Reviews,37.09024,-95.712891
2117,Patti,United States of America,"Reviewed: August 2, 2016",8.3,"Suite was wonderful, luxurious.",??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 2 nights,2 Reviews,37.09024,-95.712891
2118,First,United States of America,"Reviewed: August 2, 2016",7.9,The hotel was great but I would prefer free breakfast and some amenities,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night,2 Reviews,37.09024,-95.712891
2119,IbnBattoutah,Qatar,"Reviewed: August 2, 2016",6.7,Spacious Suites in A Comprehensive Resort,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,10 Reviews,25.354826,51.183884
2120,Azhar,United Kingdom,"Reviewed: August 2, 2016",7.9,"Great hotel, shame about check in queues",??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,12 Reviews,55.378051,-3.435973
2121,King,Hong Kong,"Reviewed: August 2, 2016",10.0,Everything good.,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night,16 Reviews,22.396428,114.10949699999999
2122,Paula,New Zealand,"Reviewed: August 2, 2016",10.0,"Excellent, worth every penny.",??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 12 nights??Submitted from a mobile device,4 Reviews,-40.900557,174.88597099999998
2123,Sinead,Ireland,"Reviewed: August 2, 2016",10.0,"Venetian, Vegas.",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,10 Reviews,53.41291,-8.243889999999999
2124,Michelle,United Kingdom,"Reviewed: August 1, 2016",8.8,Great location and facilities,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds (3 Adults)??Stayed 4 nights??Submitted from a mobile device,5 Reviews,55.378051,-3.435973
2125,Nice,Israel,"Reviewed: August 1, 2016",8.3,The staff was super friendly and helpful.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,6 Reviews,31.046051000000002,34.851612
2126,Frequent,United States of America,"Reviewed: July 31, 2016",9.6,Great location. Super clean. A bit smokey in the casino.,??Business trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 5 nights,1 review,37.09024,-95.712891
2127,Jo,Belgium,"Reviewed: July 31, 2016",8.8,luxury hotel,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 3 nights??Submitted from a mobile device,7 Reviews,50.503887,4.469936
2128,Anonymous,Hong Kong,"Reviewed: July 31, 2016",6.7,5 star hotel with 3 star service,??Leisure trip??Family with young children??Venetian Luxury View Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,25 Reviews,22.396428,114.10949699999999
2129,Matthew,United Kingdom,"Reviewed: July 31, 2016",9.6,Perfect for a couple,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights,1 review,55.378051,-3.435973
2130,Steve,United Kingdom,"Reviewed: July 31, 2016",9.6,"Fantastic and luxurious hotel,well worth the extra money!",??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds (3 Adults)??Stayed 3 nights??Submitted from a mobile device,6 Reviews,55.378051,-3.435973
2131,Neal,United Kingdom,"Reviewed: July 31, 2016",8.8,"Stay in Venetian , save your feet",??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 6 nights??Submitted from a mobile device,1 review,55.378051,-3.435973
2132,Monkeylover,United States of America,"Reviewed: July 30, 2016",9.6,"Beautiful resort hotel, worth the money.",??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2133,Aviram,Israel,"Reviewed: July 30, 2016",10.0,Short but very sweet!,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 4 nights??Submitted from a mobile device,6 Reviews,31.046051000000002,34.851612
2134,Clarissa,United States of America,"Reviewed: July 29, 2016",9.6,Loved this place over all and can't wait till my next stay at this beautiful hotel:),??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2135,Anonymous,United Kingdom,"Reviewed: July 29, 2016",10.0,Lovely place,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,16 Reviews,55.378051,-3.435973
2136,Jon,United States of America,"Reviewed: July 28, 2016",7.5,Son's 21st birthday,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2137,Anonymous,United Kingdom,"Reviewed: July 28, 2016",9.2,Great stay,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,6 Reviews,55.378051,-3.435973
2138,Susan,Australia,"Reviewed: July 28, 2016",10.0,Spoil yourself once in a life time !!,??Business trip??Couple??Venetian Bella Suite with Two Queen Beds??Stayed 7 nights??Submitted from a mobile device,1 review,-25.274398,133.775136
2139,Ian_Aus,Australia,"Reviewed: July 27, 2016",10.0,Living in style on the strip,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 1 night,7 Reviews,-25.274398,133.775136
2140,Carmen,United States of America,"Reviewed: July 27, 2016",10.0,Our stay was pleasant due to the accessibility of restaurants and shops,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2141,Anonymous,United States of America,"Reviewed: July 26, 2016",7.5,Interesting,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,7 Reviews,37.09024,-95.712891
2142,Scott,United Kingdom,"Reviewed: July 26, 2016",9.2,The rooms are really large and comfortable,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,16 Reviews,55.378051,-3.435973
2143,Joshua,United States of America,"Reviewed: July 26, 2016",10.0,Great place to stay on the strip,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,14 Reviews,37.09024,-95.712891
2144,Max,Panama,"Reviewed: July 26, 2016",9.2,Great Vegas experience complemented by a great hotel.,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 3 nights??Submitted from a mobile device,2 Reviews,8.537981,-80.782127
2145,Alon,Israel,"Reviewed: July 26, 2016",7.9,GREAT CENTRAL  LOCATION CLOSE TO  SHOPPING CENTERS AND CITY...,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 5 nights,12 Reviews,31.046051000000002,34.851612
2146,Elizabeth,Australia,"Reviewed: July 24, 2016",9.6,We were upgraded to a suite with a view which was stunning.,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,15 Reviews,-25.274398,133.775136
2147,AHMAD ALDAHAM,Saudi Arabia,"Reviewed: July 24, 2016",9.6,"Everything 
",??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,22 Reviews,23.885942,45.079162
2148,Katherine,United Kingdom,"Reviewed: July 21, 2016",10.0,Long Weekend in Vegas,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,5 Reviews,55.378051,-3.435973
2149,Sj,United Kingdom,"Reviewed: July 20, 2016",9.6,Stunning Venetian!,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,2 Reviews,55.378051,-3.435973
2150,Chun,United States of America,"Reviewed: July 20, 2016",6.7,"Too crowded, Venetian should get more staff",??Leisure trip??Family with older children??2 rooms??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
2151,pinaneil,Australia,"Reviewed: July 20, 2016",10.0,"The Venetian Resort-Hotel-Casino must stay ""Great Experience""",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,1 review,-25.274398,133.775136
2152,Debbie,Australia,"Reviewed: July 20, 2016",6.7,Unhygienic pools,??Leisure trip??Couple??Smart Plan- Venetian Luxury Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,5 Reviews,-25.274398,133.775136
2153,Vart,United States of America,"Reviewed: July 19, 2016",5.8,Very nice hotel.,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2154,Stevr,United Kingdom,"Reviewed: July 19, 2016",9.6,Great for a Short Stay in Vegas,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights,8 Reviews,55.378051,-3.435973
2155,Marcel,United Kingdom,"Reviewed: July 18, 2016",7.1,Excellent hotel if gambling on the strip is your thing.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,29 Reviews,55.378051,-3.435973
2156,Nick & Ads,Italy,"Reviewed: July 17, 2016",9.2,Beautiful Room.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 2 nights,87 Reviews,41.87194,12.56738
2157,Carlos,United States of America,"Reviewed: July 16, 2016",10.0,"I will definitely be coming back. This time, maybe for leisure.",??Business trip??Solo traveler??Venetian Bella Suite with Two Queen Beds??Stayed 4 nights,1 review,37.09024,-95.712891
2158,Hnr,Indonesia,"Reviewed: July 14, 2016",8.8,The room is spacious & the bed is comfy,??Leisure trip??Family with young children??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,6 Reviews,-0.789275,113.921327
2159,Mohsen,United States of America,"Reviewed: July 14, 2016",7.5,I can say it's nice and good hotel to stay,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2160,Walk,United States of America,"Reviewed: July 14, 2016",7.5,"Great location, beautiful place, courteous staff; though you pay for it.",??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights,1 review,37.09024,-95.712891
2161,Edgar,United States of America,"Reviewed: July 13, 2016",9.6,This hotel was charmingly right for my girlfriend's birthday,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
2162,Jacqueline,United Kingdom,"Reviewed: July 13, 2016",9.2,"Room was excellent, staff friendly.",??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,16 Reviews,55.378051,-3.435973
2163,Neil,United Kingdom,"Reviewed: July 12, 2016",10.0,Fabulous hotel,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 7 nights??Submitted from a mobile device,10 Reviews,55.378051,-3.435973
2164,"Peter G, belfast",United Kingdom,"Reviewed: July 12, 2016",6.7,5 star in look but not service,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,2 Reviews,55.378051,-3.435973
2165,Barbie,United States of America,"Reviewed: July 11, 2016",10.0,The Place to Stay in Vegas!,??Business trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2166,Konrad,United Kingdom,"Reviewed: July 10, 2016",10.0,You must go here at least once in your life.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,25 Reviews,55.378051,-3.435973
2167,Rose,United Kingdom,"Reviewed: July 9, 2016",6.7,Expensive hotel with lots of hidden extras,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,6 Reviews,55.378051,-3.435973
2168,Ibram,United States of America,"Reviewed: July 9, 2016",3.3,"Slow internet, I have to walk like 5 minutes and take two...",??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2169,Loretta Sheerin,Australia,"Reviewed: July 9, 2016",10.0,This is an excellent property in the heart of the strip...,??Leisure trip??Family with young children??Venetian Luxury Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,2 Reviews,-25.274398,133.775136
2170,Kirsten,New Zealand,"Reviewed: July 9, 2016",9.2,Best hotel in Vegas,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 5 nights,26 Reviews,-40.900557,174.88597099999998
2171,Mary,United States of America,"Reviewed: July 8, 2016",9.6,Wonderful Stay at The Venetian ....,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed with 150 USD Resort Credit??Stayed 2 nights,1 review,37.09024,-95.712891
2172,Ian,United States of America,"Reviewed: July 7, 2016",8.8,Totally fun and comfortable,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,1 review,37.09024,-95.712891
2173,LTRF,United States of America,"Reviewed: July 7, 2016",10.0,Luxury at a palatable price; staff is awesome!,??Business trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights,6 Reviews,37.09024,-95.712891
2174,Anonymous,United Kingdom,"Reviewed: July 6, 2016",3.8,Go elsewhere!,??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 2 nights,6 Reviews,55.378051,-3.435973
2175,Johnny,United States of America,"Reviewed: July 6, 2016",8.3,The Venetian not as advertised or expected!,??Leisure trip??Couple??Venetian Luxury View Suite with a King Bed??Stayed 4 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2176,A,United States of America,"Reviewed: July 5, 2016",8.8,Luxurious stay at a fair price,??Leisure trip??Family with older children??2 rooms??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2177,Maria,Finland,"Reviewed: July 5, 2016",9.6,Luxurious,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night,15 Reviews,61.92411,25.748151
2178,J,United States of America,"Reviewed: July 5, 2016",9.6,Wonderful amenities.,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,3 Reviews,37.09024,-95.712891
2179,EeLT,United States of America,"Reviewed: July 5, 2016",9.2,Love Palazzo but wanted to give Venetian a try,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 1 night??Submitted from a mobile device,20 Reviews,37.09024,-95.712891
2180,ThierryBe,France,"Reviewed: July 4, 2016",9.6,Excellent location.,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,6 Reviews,46.227638,2.213749
2181,Fred,United Kingdom,"Reviewed: July 3, 2016",7.5,Bed was comfy.,??Leisure trip??Solo traveler??Venetian Luxury Suite with a King Bed??Stayed 1 night,3 Reviews,55.378051,-3.435973
2182,Lisa,United States of America,"Reviewed: July 3, 2016",10.0,The room and bathroom are beautiful and the bed was so comfortable.  The hotel is beautiful.  The st,??Leisure trip??Family with older children??Venetian Luxury Suite with a King Bed??Stayed 1 night,2 Reviews,37.09024,-95.712891
2183,Jacob,South Africa,"Reviewed: July 3, 2016",6.3,"Service really poor and reported this twice, directly to...",??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 1 night,7 Reviews,-30.559482,22.937506
2184,Anonymous,Germany,"Reviewed: June 29, 2016",9.2,The room / suite was very spacious as was the bathroom!,??Leisure trip??Group??Venetian Luxury Suite with a King Bed??Stayed 3 nights,17 Reviews,51.165690999999995,10.451526
2185,Leslie,United States of America,"Reviewed: June 28, 2016",10.0,Italy in Las Vegas!,??Couple??Venetian Luxury View Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
2186,Henry,Brazil,"Reviewed: June 27, 2016",7.9,"Beautiful and comfortable, but lacks some details.",??Business trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 4 nights,23 Reviews,-14.235004,-51.92528
2187,Anu,India,"Reviewed: June 27, 2016",5.8,Property is on the strip which makes easier to walk around...,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit??Stayed 2 nights??Submitted from a mobile device,2 Reviews,20.593684,78.96288
2188,Recurver,Australia,"Reviewed: June 27, 2016",9.2,Sheer opulence...,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights,23 Reviews,-25.274398,133.775136
2189,Eva,Spain,"Reviewed: June 26, 2016",10.0,All the staff was very helpful and kind.,??Leisure trip??Group??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights??Submitted from a mobile device,3 Reviews,40.463667,-3.7492199999999998
2190,Bjorn,Australia,"Reviewed: June 26, 2016",8.3,Las Vegas,??Leisure trip??Family with young children??Venetian Bella Suite with Two Queen Beds??Stayed 1 night??Submitted from a mobile device,9 Reviews,-25.274398,133.775136
2191,Sandeep,India,"Reviewed: June 25, 2016",8.3,Luxury and clean rooms.,??Leisure trip??Family with young children??Venetian Luxury Suite with a King Bed??Stayed 3 nights,9 Reviews,20.593684,78.96288
2192,Meng,United States of America,"Reviewed: June 25, 2016",8.8,Try book this one on their official website cause they offer special benefits!,??Leisure trip??Family with older children??Venetian Bella Suite with Two Queen Beds??Stayed 2 nights,3 Reviews,37.09024,-95.712891
2193,Jacob,United States of America,"Reviewed: June 22, 2016",9.2,Greattach Rooms!,??Leisure trip??Family with young children??Venetian Luxury View Suite with a King Bed??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
2194,Xiaoqian,China,"Reviewed: June 22, 2016",6.3,The location is great and the shopping center    Is...,??Leisure trip??Couple??Venetian Luxury Suite with a King Bed??Stayed 3 nights??Submitted from a mobile device,10 Reviews,35.86166,104.195397
